Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description
CBP,70B03C22F00000301,ATT MOBILITY LLC,-3573.6,2024-04-26,P00005,SUPPORT- PROFESSIONAL: COMMUNICATIONS,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),THIS IS A MODIFICATION TO DE-OBLIGATE UNUSED EXPIRED FUNDS
CBP,70B01C21C00000051,"MIAMI WIIPICA, LLC",-3675.51,2024-08-02,P00005,CONSTRUCTION OF RECREATION FACILITIES (NON-BUILDING),COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,DE-OBLIGATE FUNDS FROM CLIN 10.
CBP,70B01C21F00000957,TACTICAL INFRASTRUCTURE MAINTENANCE SOLUTIONS LLC,-3681.01,2023-10-23,P00005,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,"THE PURPOSE OF THIS MODIFICATION IS TO DE-OBLIGATE LI 20 FOR THE AMOUNT OF (-$3,681.01). THE FUNDED AMOUNT OF THE TASK ORDER DECREASED FROM $3,021,493.26 BY (-$3,681.01) TO $3,017,812.25."
CBP,70B03C22F00000411,WIDEPOINT INTEGRATED SOLUTIONS CORP,-3722.74,2024-03-06,P00003,IT AND TELECOM - MOBILE DEVICE AS A SERVICE,TELECOMMUNICATIONS RESELLERS,ADMINISTRATIVE ACTION ONLY
CBP,70B04C23F00000637,"EQUINIX, INC.",-3768.9,2024-08-27,P00002,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,THE PURPOSE OF THE MODIFICATION IS TO DE-OBLIGATE THE EXCESS FUNDS ON THE ORDER.
CBP,70B06C24P00000002,HUMAN TECHNOLOGY INC,-3833.28,2024-07-08,P00005,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,DEOBLIGATION OF EXCESS TRAVEL FUNDS.
CBP,70B01C20F00001456,KWR CONSTRUCTION INC,-3850.0,2024-02-26,P00007,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,DESCOPED WORK
CBP,70B02C22P00000550,LCD ELECTRICAL CONTRACTING LLC,-3880.0,2024-04-23,P00001,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,DE-OBLIGATION AND CLOSE OUT
CBP,70B03C20P00000263,ACE PARKING MANAGEMENT INC,-4000.0,2023-12-11,P00002,LEASE/RENTAL OF PARKING FACILITIES,PARKING LOTS AND GARAGES,DE-OBLIGATION REQUEST
CBP,70B06C20F00001261,LEXISNEXIS SPECIAL SERVICES INC,-4033.49,2024-03-29,P00010,SUPPORT- ADMINISTRATIVE: CREDIT REPORTING,CREDIT BUREAUS,THIS ACTION DE-OBLIGATES UNUSED FUNDS FROM LINE 20.
CBP,70B03C21P00000032,GYM TECH FITNESS SERVICE LLC,-4120.0,2023-11-08,P00005,MAINT/REPAIR/REBUILD OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT,OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,GYM EQUIPMENT MAINTENANCE - MODIFICATION TO DE-OBLIGATE UNUSED FUNDS IN OPTION YEAR 1
CBP,HSBP1017F00057,XEROX CORPORATION,-4247.64,2024-04-25,P00005,"PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,DEOBLIGATE FUNDING
CBP,70B06C23P00000045,REEVES THOMAS ZANE,-4250.0,2023-12-12,P00001,SUPPORT- PROFESSIONAL: OTHER,ALL OTHER LEGAL SERVICES,"TO DE-OBLIGATE FUNDS IN THE AMOUNT OF $4,250."
CBP,70B06C21F00001626,"BROWN POINT FACILITY MANAGEMENT SOLUTIONS, LLC",-4278.0,2023-11-29,P00003,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,FACILITIES SUPPORT SERVICES,DEOBLIGATION
CBP,70B04C22F00000031,SENTRILLION CORPORATION,-4301.34,2024-05-07,P00001,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,BORDER SECURITY DEPLOYMENT PROGRAM AND CENTRALIZED AREA VIDEO SURVEILLANCE SYSTEM ON DEMAND SUPPORT SERVICES FOR ADDISON AIRPORT
CBP,70B03C19P00000371,"BUSY BEE SEPTIC, LLC",-4311.36,2023-11-20,P00012,HOUSEKEEPING- WASTE TREATMENT/STORAGE,SEPTIC TANK AND RELATED SERVICES,"DE-OBLIGATE FUNDS IN THE AMOUNT OF $4,311.36"
CBP,70B03C21F00000473,GOIN TO GRANDMAS,-4371.4,2024-06-05,P00002,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,DEOBLIGATION MODIFICATION
CBP,70B03C22F00001064,WIDEPOINT INTEGRATED SOLUTIONS CORP,-4546.0,2024-01-02,P00006,IT AND TELECOM - MOBILE DEVICE AS A SERVICE,TELECOMMUNICATIONS RESELLERS,WIRELESS SERVICE AND DEVICES - MODIFICATION TO DE-OBLIGATE UNUSED FUNDS
CBP,70B04C20F00001310,UNISSANT INC.,-4547.33,2024-07-31,P00009,"IT AND TELECOM - TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING",COMPUTER SYSTEMS DESIGN SERVICES,CLOSE OUT
CBP,70B04C21F00000838,SENTRILLION CORPORATION,-4558.87,2024-05-06,P00001,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,BORDER SECURITY DEPLOYMENT PROGRAM  ON DEMAND SUPPORT SERVICES  FOR BPAM PHASE 3 SURVEYS
CBP,70B03C19P00000058,DEPARTMENT OF AGRICULTURE HAWAII,-4726.75,2023-12-11,P00008,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,REQUEST TO DE-OBLIGATE FUNDS
CBP,70B03C20P00000209,"ADASTRA ECOLOGICAL SERVICES, INC",-4738.15,2024-05-06,P00009,HOUSEKEEPING- OTHER,SOLID WASTE COLLECTION,"DE-OBLIGATE $4,738.15"
CBP,70B06C24P00000002,HUMAN TECHNOLOGY INC,-4812.71,2024-09-25,P00006,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,DEOBLIGATION OF EXCESS TRAVEL FUNDS.
CBP,70B03C23F00000523,WIDEPOINT INTEGRATED SOLUTIONS CORP,-4987.75,2024-03-12,P00004,IT AND TELECOM - MOBILE DEVICE AS A SERVICE,TELECOMMUNICATIONS RESELLERS,WIRELESS SERVICE AND DEVICES - MODIFICATION TO DEOBLIGATE UNUSED FUNDS
CBP,70B03C20F00000209,"ARDENT MANAGEMENT CONSULTING, LLC",-5000.0,2024-02-22,P00010,SUPPORT- PROFESSIONAL: OTHER,CUSTOM COMPUTER PROGRAMMING SERVICES,GEOSPATIAL SERVICES
CBP,70B06C19F00001385,DELOITTE CONSULTING LLP,-5000.0,2024-03-21,P00001,INFORMATION TECHNOLOGY SOFTWARE,COMPUTER SYSTEMS DESIGN SERVICES,THIS ACTION DE-OBLIGATES UNUSED FUNDS FROM LINE 10.
CBP,70B01C21C00000002,"CHEROKEE FEDERAL SOLUTIONS, L.L.C.",-5000.0,2024-04-29,P00018,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"TO DE-OBLIGATE UNUSED TRAVEL FUNDS IN THE AMOUNT OF $5,000.00 FROM LINE ITEM 520."
CBP,70B04C21F00001156,ATT MOBILITY LLC,-5004.0,2023-11-29,P00004,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),"THE PURPOSE OF THIS MODIFICATION (P00004) IS TO DEOBLIGATE FUNDS IN THE AMOUNT OF $5,004.00 FROM DELIVERY ORDER 70B04C21F00001156."
CBP,70B01C23P00000544,994 CONTRACTOR LLC,-5029.69,2024-05-23,P00001,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),TERMINATION FOR DEFAULT DUE TO CONTRACTOR'S LACK OF RESPONSE.
CBP,70B03C22F00001119,DELOITTE CONSULTING LLP,-5046.95,2024-04-24,P00004,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,COMPUTER SYSTEMS DESIGN SERVICES,PROGRAM MANAGEMENT SUPPORT - MODIFICATION TO REMOVE UNUSED FUNDS AFTER CONTRACT EXPIRATION
CBP,70B01C20F00000993,"RECON ENVIRONMENTAL,INC.",-5096.2,2023-11-28,P00003,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,DEOB
CBP,70B01C19F00000581,MILLERKNOLL INC,-5107.89,2023-10-18,P00001,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,DEOBLIGATION OF EXCESS FUNDS
CBP,70B03C23P00000068,RUBINETT LYNN,-5150.0,2024-03-26,P00001,SUPPORT- ADMINISTRATIVE: COURT REPORTING,COURT REPORTING AND STENOTYPE SERVICES,"TERMINATE FOR CONVENIENCE, DE-OBLIGATE $5150.00"
CBP,70B01C19C00000116,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",-5160.0,2024-08-18,P00015,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,ARMORED CAR SERVICES,DEOBLIGATION OF FUNDS
CBP,70B03C22P00000301,"PAYNE GUTTSHALL, ALMA L",-5250.0,2023-10-25,P00001,SUPPORT- PROFESSIONAL: LEGAL,ALL OTHER LEGAL SERVICES,DE-OBLIGATION OF UNSPENT FUNDS.
CBP,70B03C24P00000005,JUAN R REAL,-5251.56,2024-08-19,P00001,"MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",GENERAL AUTOMOTIVE REPAIR,DEOBLIGATION MODIFICATION
CBP,70B04C20F00001357,"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.",-5253.98,2023-11-16,P00011,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,DE-OBLIGATION
CBP,70B03C24P00000438,REEVES THOMAS ZANE,-5310.48,2024-09-17,P00001,SUPPORT- ADMINISTRATIVE: COURT REPORTING,COURT REPORTING AND STENOTYPE SERVICES,"DE-OBLIGATE $5,310.48"
CBP,70B04C19F00001309,ATT MOBILITY LLC,-5317.68,2023-11-17,P00002,INFORMATION TECHNOLOGY SOFTWARE,OTHER COMPUTER RELATED SERVICES,"THE PURPOSE OF THIS MODIFICATION (P00002) IS TO DEOBLIGATE FUNDS IN THE AMOUNT OF $5,317.68 FROM DELIVERY ORDER 70B04C19F00001309."
CBP,70B04C20F00001038,ATT MOBILITY LLC,-5327.18,2024-01-19,P00003,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),MOST FAVORED CUSTOMER DISCOUNT.
CBP,70B03C19P00000035,US BUS CHARTER & LIMO INC,-5340.0,2024-04-02,P00001,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: PASSENGER MOTOR CHARTER,ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,DE-OBLIGATION OF FUNDS
CBP,70B01C21F00000575,"KOMAN CONSTRUCTION, LLC",-5362.04,2023-10-10,P00005,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,"DE-OBLIGATE ($5,362.04) FROM LINE ITEM (LI) #30 O LI #30 WILL BE REDUCED FROM $260,455.37 TO $255,093.33."
CBP,70B03C24P00000216,REEVES THOMAS ZANE,-5407.48,2024-09-24,P00001,SUPPORT- PROFESSIONAL: LEGAL,ALL OTHER LEGAL SERVICES,DE-OBLIGATION
CBP,70B03C23F00000319,WIDEPOINT INTEGRATED SOLUTIONS CORP,-5433.59,2024-01-02,P00005,IT AND TELECOM - MOBILE DEVICE AS A SERVICE,TELECOMMUNICATIONS RESELLERS,WIRELESS SERVICE AND DEVICES - MODIFICATION TO DE-OBLIGATE UNUSED FUNDS
CBP,HSBP1017P00308,TRES PESETAS INC,-5436.0,2024-03-27,P00016,"TIRES AND TUBES, PNEUMATIC, EXCEPT AIRCRAFT",RECYCLABLE MATERIAL MERCHANT WHOLESALERS,"DE-OBLIGATE $5,436.00"
CBP,70B02C21F00000077,"SIMIS, INC.",-5470.74,2024-09-10,P00012,"OTHER QC/TEST/INSPECT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",COMPUTER SYSTEMS DESIGN SERVICES,OPERATIONAL TEST EVALUATION (OTE) SUPPORT
CBP,70B02C18F00000520,SAFEGUARD DOCUMENT DESTRUCTION INC,-5477.92,2024-09-17,P00005,SUPPORT- ADMINISTRATIVE: OTHER,ALL OTHER SUPPORT SERVICES,DE-OBLIGATION OF FUNDS.
CBP,70B01C24F00000063,GUIDEHOUSE INC.,-5500.0,2024-07-17,P00004,SUPPORT- MANAGEMENT: FINANCIAL,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DEOBLIGATE FUNDS ON LINE 50.
CBP,70B06C24P00000254,"SUMMIT POINT RACEWAY, ASSOCIATES, INC.",-5564.44,2024-07-18,P00001,LEASE OR RENTAL OF EQUIPMENT- TRAINING AIDS AND DEVICES,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,DEOBLIGATION OF EXCESS FUNDS
CBP,70B03C20F00000762,"VCA ANIMAL HOSPITALS, INC.",-5600.0,2024-02-06,P00002,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,DEOBLIGATION MODIFICATION
CBP,70B01C20C00000180,"ENVIRONMENTAL RESEARCH GROUP, L.L.C.",-5612.12,2024-09-30,P00003,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,ENVIRONMENTAL CONSULTING SERVICES,DEOBLIGATION MODIFICATION
CBP,70B01C21F00000050,NATIVE ENERGY & TECHNOLOGY INC,-5624.77,2023-10-13,P00001,"IT AND TELECOM - END USER: HELP DESK; TIER 1-2, WORKSPACE, PRINT, OUTPUT, PRODUCTIVITY TOOLS (LABOR)",FACILITIES SUPPORT SERVICES,"BILATERAL MODIFICATION TO DE-OBLIGATE FUNDS IN THE AMOUNT OF $5,624.77 FROM CONTRACT LINE ITEM 60."
CBP,70B03C22P00000598,TECHNICAL PERSONNEL SERVICES INC,-5685.6,2024-04-05,P00007,SUPPORT- PROFESSIONAL: OTHER,FACILITIES SUPPORT SERVICES,DE-OBLIGATE $5685.60
CBP,70B01C21F00001572,REDHORSE CORPORATION,-5782.56,2024-05-02,P00002,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,FACILITIES SUPPORT SERVICES,DEOB & EXTEND POP TO FINISH
CBP,70B03C22F00000867,"LEXMARK INTERNATIONAL, INC.",-5785.41,2024-09-18,P00004,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,DEOBLIGATION MODIFICATION
CBP,70B03C21P00000557,DAWN SAGE,-5840.0,2024-09-24,P00004,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,DE-OBLIGATION
CBP,70B03C23P00000202,EL PASO SANITATION SYSTEMS INC,-5864.0,2024-08-12,P00006,LEASE OR RENTAL OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES,"DE-OB $5,864.00"
CBP,70B03C20F00000306,TRANSCHEM ENVIRONMENTAL LLC,-5867.12,2024-01-05,P00002,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,HAZARDOUS WASTE COLLECTION,DEOBLIGATION MODIFICATION
CBP,70B01C23F00000506,GUIDEHOUSE INC.,-5879.56,2024-09-24,P00002,SUPPORT- MANAGEMENT: FINANCIAL,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DEOBLIGATION MODIFICATION
CBP,70B03C21F00000484,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A, INC.",-5885.5,2024-08-08,P00008,MISCELLANEOUS OFFICE MACHINES,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,DE-OBLIGATION OF EXCESS FUNDS
CBP,70B03C20F00000737,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",-6000.0,2023-12-13,P00003,IT AND TELECOM- SYSTEMS ANALYSIS,SOFTWARE PUBLISHERS,CERTIFY GIS WORKFLOWS FOR ARCGIS - MODIFICATION TO DEOBLIGATE UNUSED FUNDS
CBP,70B01C20F00000992,"NORTHLAND RESEARCH, INC",-6017.34,2023-10-13,P00003,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,DEOB
CBP,70B01C20F00001538,COGSTONE RESOURCE MANAGEMENT,-6053.81,2023-11-30,P00004,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,DEOBLIGATION
CBP,70B03C19P00000669,ASBURY ENVIRONMENTAL SERVICES,-6056.24,2024-07-23,P00002,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,HAZARDOUS WASTE COLLECTION,HAZMAT DISPOSAL
CBP,70B03C19F00000557,PENINSULA PET RESORT INC,-6087.0,2024-02-07,P00002,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,DEOBLIGATION MODIFICATION
CBP,70B01C22F00000931,GUIDEHOUSE INC.,-6190.88,2024-01-23,P00006,SUPPORT- MANAGEMENT: FINANCIAL,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DEOBLIGATE UNSPENT FUNDS.
CBP,HSBP1017J00389,NATIVE ENERGY & TECHNOLOGY INC,-6253.67,2024-04-12,P00024,MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,FACILITIES SUPPORT SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO DE-OBLIGATE PRIOR YEAR FUNDS.
CBP,70B01C23P00000545,994 CONTRACTOR LLC,-6297.19,2024-05-23,P00001,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),TERMINATION FOR DEFAULT DUE TO CONTRACTORS LACK OF RESPONSE
CBP,70B03C20P00000159,SILVER WOLF ENTERPRISES CORP,-6305.64,2024-01-04,P00007,"BEVERAGES, NONALCOHOLIC",BOTTLED WATER MANUFACTURING,DE-OBLIGATE FUNDING FOR LINE 20 AND LINE 30.
CBP,70B03C21F00000379,ATT MOBILITY LLC,-6331.29,2024-04-03,P00004,IT AND TELECOM - MOBILE DEVICE AS A SERVICE,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),DEOBLIGATION OF UNSPENT FUNDS.
CBP,70B03C21F00000379,ATT MOBILITY LLC,-6479.1,2023-11-06,P00003,IT AND TELECOM - MOBILE DEVICE AS A SERVICE,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),DE-OBLIGATION OF UNSPENT FUNDS.
CBP,70B02C21F00001249,SCIENTIFIC RESEARCH CORPORATION,-6627.82,2023-12-06,P00006,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,ENGINEERING SERVICES,DE-OBLIGATE FUNDS FROM FORMER OPTION YEARS
CBP,70B03C24P00000261,EPIC VISION LLC,-6653.2,2024-06-18,P00001,OFFICE SUPPLIES,INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS,TERMINATE FOR CONVENIENCE
CBP,HSBP1017P00155,"GRINNING BULL, LLC",-6678.86,2024-04-02,P00010,HOUSEKEEPING- INSECT/RODENT CONTROL,EXTERMINATING AND PEST CONTROL SERVICES,DEOBLIGATION OF UNSPENT FUNDS.
CBP,70B06C22F00000242,PRICE MODERN LLC,-6686.69,2023-11-13,P00001,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,FURNITURE
CBP,70B03C19P00000126,UNIFIRST CORP,-6692.48,2024-08-30,P00008,HOUSEKEEPING- LAUNDRY/DRYCLEANING,INDUSTRIAL LAUNDERERS,DEOBLIGATION MODIFICATION
CBP,70B01C21F00001058,GUIDEHOUSE INC.,-6730.01,2023-10-26,P00003,SUPPORT- MANAGEMENT: FINANCIAL,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DE-OBLIGATE UNSPENT FUNDS AND CLOSEOUT THE TASK ORDER.
CBP,70B03C23F00000489,"INVERIS TRAINING SOLUTIONS, INC",-6787.7,2024-08-28,P00002,INSPECTION- MAINTENANCE AND REPAIR SHOP EQUIPMENT,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,SHREDDING
CBP,HSBP1015F00340,BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.,-6814.97,2024-07-24,P00013,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,P-3 TECHNICAL AND LOGISTICAL SUPPORT SERVICES
CBP,70B02C20F00001001,"MOTOROLA SOLUTIONS, INC.",-7000.0,2024-05-30,P00014,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,P00014-MODIFICATION TO DEOBLIGATE FUNDING
CBP,70B01C21F00001569,GULF SOUTH RESEARCH CORP,-7070.46,2023-12-03,P00002,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,DEOBLIGATION
CBP,70B03C22P00000495,WELLS JAMES,-7235.76,2024-04-15,P00003,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,DE-OBLIGATED FUNDING.
CBP,70B03C20P00000261,"RIVERSIDE, COUNTY OF",-7251.0,2024-04-03,P00007,HOUSEKEEPING- OTHER,CAR WASHES,THE PURPOSE OF MODIFICATION P00007 TO ORDER 70B03C20P00000261 IS TO DE-OBLIGATE UNSPENT FUNDS.
CBP,70B06C23F00000199,OMNIPLEX WORLD SERVICES CORPORATION,-7299.17,2024-08-02,P00008,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,DEOBLIGATION MODIFICATION
CBP,70B03C21F00000522,"VCA ANIMAL HOSPITALS, INC.",-7336.5,2024-01-05,P00001,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,DEOBLIGATION MODIFICATION
CBP,70B03C23F00000703,ARTISTRY LLC,-7353.76,2024-02-05,P00001,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),ELECTRONIC COMPUTER MANUFACTURING,TERMINATE FOR CONVENIENCE
CBP,70B03C22F00001154,"LINGPERFECT TRANSLATIONS, INC.",-7487.68,2024-09-30,P00003,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,TRANSLATION AND INTERPRETATION SERVICES,LANGUAGE TRANSLATION
CBP,70B01C24F00000289,TRADE CENTER MANAGEMENT ASSOCIATES L.L.C.,-7510.0,2024-08-09,P00002,LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),DE-OBLIGATION AND ADMINISTRATIVE MODIFICATION
CBP,70B03C20P00000048,"VESTIS SERVICES, LLC",-7605.06,2023-12-11,P00005,HOUSEKEEPING- LAUNDRY/DRYCLEANING,INDUSTRIAL LAUNDERERS,REQUEST TO DEOBLIGATE FUNDS
CBP,70B03C24P00000244,"KEN'S BODY SHOP, INC.",-7670.8,2024-09-19,P00001,MOTOR VEHICLE MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,GENERAL AUTOMOTIVE REPAIR,CANCEL CONTRACT AND DE-OBLIGATE CLIN 10 IN ITS ENTIRETY.
CBP,70B04C22C00000102,"LEIDOS, INC.",-7727.83,2024-09-30,P00008,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",TO DEOBLIGATE EXCESS FUNDING.
CBP,HSBP1017J00389,NATIVE ENERGY & TECHNOLOGY INC,-7729.41,2024-03-21,P00023,MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,FACILITIES SUPPORT SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO DE-OBLIGATE PRIOR YEAR FUNDS.
CBP,70B02C22F00000393,AMERICAN SYSTEMS CORPORATION,-7753.57,2024-02-06,P00015,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,COMPUTER SYSTEMS DESIGN SERVICES,CBP IV&V SERVICES
CBP,70B06C20F00001353,LOGOS INC,-7783.2,2024-03-22,P00002,SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,THIS TASK ORDER HAS EXPIRED. THIS ACTION DE-OBLIGATES UNUSED FUNDS FROM LINE 20.
CBP,70B03C22F00000566,W S DARLEY & CO,-7800.0,2024-04-03,P00001,UNMANNED AIRCRAFT,PUMP AND PUMPING EQUIPMENT MANUFACTURING,"DE-OBLIGATION CLIN 40 AND 50 FOR TRAINING, TRAINING NOT NEEDED BY THE SERVICE."
CBP,70B02C19P00000525,GEORGE GABRIEL,-7836.58,2024-09-18,P00005,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL,DEOBLIGATE FUNDING
CBP,70B03C20C00000150,DE LA PAZ CLEANING & RENTAL SERVICE LLC,-8000.0,2024-09-16,P00016,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,"DE-OBLIGATION -$8,000.00"
