Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description,Generated Award ID
CBP,HSBP1016P00374,UNIFIRST CORPORATION,-7288.55,2022-03-01,P00007,HOUSEKEEPING- LAUNDRY/DRYCLEANING,INDUSTRIAL LAUNDERERS,DEOBLIGATION MODIFICATION,CONT_AWD_HSBP1016P00374_7014_-NONE-_-NONE-
CBP,HSBP1015P00101,"DIAZ UMPIERRE, JOSE A",-7438.95,2022-04-11,P00013,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,DE-OBLIGATION OF EXPIRED FUNDS,CONT_AWD_HSBP1015P00101_7014_-NONE-_-NONE-
CBP,70B04C19F00001137,CARAHSOFT TECHNOLOGY CORP,-7475.0,2022-04-06,P00005,INFORMATION TECHNOLOGY SOFTWARE,OTHER COMPUTER RELATED SERVICES,DEOBLIGATION OF EXCESS FUNDING,CONT_AWD_70B04C19F00001137_7014_NNG15SC27B_8000
CBP,HSBP1017J00645,"CRESSTON CO, L.L.C. THE",-7481.64,2022-02-15,P00001,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,TRANSLATION AND INTERPRETATION SERVICES,DEOBLIGATION MODIFICATION,CONT_AWD_HSBP1017J00645_7014_HSFE7016A1971_7022
CBP,70B01C19C00000196,"CCI FACILITY SUPPORT SERVICES, LLC",-7500.0,2022-09-30,P00010,CONSTRUCTION OF WATER SUPPLY FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,CLOSEOUT MODIFICATION,CONT_AWD_70B01C19C00000196_7014_-NONE-_-NONE-
CBP,HSBP1017P00209,CONSTELLATION INC,-7577.8,2022-04-19,P00006,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,COMPUTER SYSTEMS DESIGN SERVICES,DE-OBLIGATION OF EXPIRED FUNDS,CONT_AWD_HSBP1017P00209_7014_-NONE-_-NONE-
CBP,70B03C20F00001591,AZ CUSTOM BOTTLED WATER LLC,-7649.4,2022-09-27,P00003,"BEVERAGES, NONALCOHOLIC",BOTTLED WATER MANUFACTURING,DEOBLIGATION MODIFICATION,CONT_AWD_70B03C20F00001591_7014_70B03C20A00000047_7014
CBP,HSBP1017J00154,"CORECIVIC, INC.",-7678.2,2022-04-01,P00002,LEASE/RENTAL OF PENAL FACILITIES,FACILITIES SUPPORT SERVICES,DEOBLIGATION,CONT_AWD_HSBP1017J00154_7014_HSBP1015A00053_7014
CBP,70BPCR21P62299299,"JOSE ERNESTO SALAZAR, LLC",-7818.74,2022-09-27,P00001,"FOOD, OILS AND FATS",ALL OTHER MISCELLANEOUS FOOD MANUFACTURING,DE-OBLIGATE EXCESS FUNDS,CONT_AWD_70BPCR21P62299299_7014_-NONE-_-NONE-
CBP,70B06C22P00000193,"NEAL R. GROSS AND COMPANY, INC.",-7832.12,2022-06-06,P00001,SUPPORT- PROFESSIONAL: OTHER,COURT REPORTING AND STENOTYPE SERVICES,TERMINATE FOR THE GOVERNMENT'S CONVENIENCE AND DE-OBLIGATE FUNDS,CONT_AWD_70B06C22P00000193_7014_-NONE-_-NONE-
CBP,HSBP1017P00308,TRES PESETAS INC,-7981.2,2021-11-03,P00011,"TIRES AND TUBES, PNEUMATIC, EXCEPT AIRCRAFT",RECYCLABLE MATERIAL MERCHANT WHOLESALERS,DE-OBLIGATION.,CONT_AWD_HSBP1017P00308_7014_-NONE-_-NONE-
CBP,HSBP1017F00222,"ACTIVE DEPLOYMENT SYSTEMS, LLC",-8000.0,2021-11-03,P00008,LEASE OR RENTAL OF EQUIPMENT- SUBSISTENCE,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),DEOBLIGATE EXCESS FUNDS.,CONT_AWD_HSBP1017F00222_7014_GS07F0202Y_4732
CBP,HSBP1016P00864,ASBURY ENVIRONMENTAL SERVICES,-8079.06,2021-10-25,P00007,OTHER ENVIRONMENTAL SERVICES,HAZARDOUS WASTE COLLECTION,"DEOBLIGATE EXCESS/EXPIRED FUNDING FROM OPTION YEAR 4 AND CLOSE OUT CONTRACTING INSTRUMENT IN SUPPORT OF US BORDER PATROL, SAN DIEGO SECTOR.",CONT_AWD_HSBP1016P00864_7014_-NONE-_-NONE-
CBP,70B02C19C00000041,"INTEGRIWARD, LLC",-8114.21,2022-01-25,P00004,MAINTENANCE OF ELECTRONIC AND COMMUNICATIONS FACILITIES,FACILITIES SUPPORT SERVICES,MODIFICATION TO DEOBLIGATE FUNDING NO LONGER REQUIRED ON THE CONTRACT.,CONT_AWD_70B02C19C00000041_7014_-NONE-_-NONE-
CBP,70BPCR21P62300908,GENERAL SERVICES ADMINISTRATION GREATER SOUTHWEST FINANCE CENTER (7BC),-8400.0,2022-07-19,P00001,"CABINETS, LOCKERS, BINS, AND SHELVING",ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,DE-OBLIGATION OF FUNDS NOT USED FOR FREIGHT SERVICES,CONT_AWD_70BPCR21P62300908_7014_-NONE-_-NONE-
CBP,70B03C18P00000398,CHRISTINE VER PLOEG,-8500.0,2022-01-24,P00001,SUPPORT- PROFESSIONAL: LEGAL,ALL OTHER LEGAL SERVICES,"DE-OBLIGATION -$8,500.00",CONT_AWD_70B03C18P00000398_7014_-NONE-_-NONE-
CBP,70B03C20P00000214,"TENAKER PET CARE CENTERS, INC.",-8508.88,2022-06-01,P00005,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,DEOBLIGATION OF EXCESS FUNDS,CONT_AWD_70B03C20P00000214_7014_-NONE-_-NONE-
CBP,HSBP1015P00314,NATIVE ENERGY & TECHNOLOGY INC,-8564.65,2021-11-02,P00010,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,DEOBLIGATE FUNDING,CONT_AWD_HSBP1015P00314_7014_-NONE-_-NONE-
CBP,70B03C20F00000243,WIDEPOINT INTEGRATED SOLUTIONS CORP,-8577.74,2021-12-07,P00002,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,CUSTOM COMPUTER PROGRAMMING SERVICES,MODIFICATION TO DEOBLIGATE FY20 FUNDING,CONT_AWD_70B03C20F00000243_7014_GS35F0232N_4730
CBP,HSBP1017F00010,CSRA LLC,-8582.48,2022-09-07,P00011,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,OTHER COMPUTER RELATED SERVICES,DEOBLIGATION MODIFICATION,CONT_AWD_HSBP1017F00010_7014_HSBP1014A00003_7014
CBP,70B03C19P00000440,"ORRS' ENVIRONMENTAL, LLC",-8694.24,2022-01-31,P00002,HOUSEKEEPING- LAUNDRY/DRYCLEANING,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),DEOBLIGATION OF EXCESS FUNDS,CONT_AWD_70B03C19P00000440_7014_-NONE-_-NONE-
CBP,70B03C18F00001123,"NATIONAL BUSINESS FURNITURE, LLC",-8766.74,2022-01-05,P00001,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,TERMINATE FOR CONVENIENCE,CONT_AWD_70B03C18F00001123_7014_GS27F0024V_4730
CBP,70B02C19P00000166,SKYWAVE MOBILE COMMUNICATIONS INC,-8840.92,2022-09-26,P00012,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,DEOBLIGATE FUNDING FROM LINE ITEMS 120 AND 130,CONT_AWD_70B02C19P00000166_7014_-NONE-_-NONE-
CBP,70B04C21F00000944,"LEIDOS, INC.",-8884.08,2022-08-08,P00006,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,TRAVELERS PROCESSING VETTING SOFTWARE-DEOBLIGATION,CONT_AWD_70B04C21F00000944_7014_70B04C20A00000008_7014
CBP,70B02C18P00000256,PARKING MANAGEMENT INC,-8900.0,2021-12-01,P00007,LEASE/RENTAL OF PARKING FACILITIES,PARKING LOTS AND GARAGES,P00007-MODIFICATION TO DE-OBLIGATE FUNDS AND CLOSEOUT THE CONTRACT.,CONT_AWD_70B02C18P00000256_7014_-NONE-_-NONE-
CBP,70B03C21F00001578,"V3 GATE TEAM, LLP",-9033.16,2021-12-07,P00001,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,ROUTERS,CONT_AWD_70B03C21F00001578_7014_HSHQDC13D00007_7001
CBP,70B04C20F00000053,ATT MOBILITY LLC,-9154.11,2021-12-03,P00005,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),DE-OBLIGATION - AT&T FIRSTNET SERVICES,CONT_AWD_70B04C20F00000053_7014_47QTCA19D00MV_4732
CBP,70B03C19F00000220,WIDEPOINT INTEGRATED SOLUTIONS CORP,-9191.05,2022-01-07,P00002,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,CUSTOM COMPUTER PROGRAMMING SERVICES,MODIFICATION EXECUTED TO DEOBLIGATE EXCESS/EXPIRED FUNDS AND CLOSE OUT CONTRACTING INSTRUMENT.,CONT_AWD_70B03C19F00000220_7014_HSHQDC13A00024_7001
CBP,70B03C21F00000121,ATT MOBILITY LLC,-9192.58,2022-03-22,P00001,SUPPORT- PROFESSIONAL: COMMUNICATIONS,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),"DE-OBLIGATION OF UNUSED, EXPIRED FUNDS",CONT_AWD_70B03C21F00000121_7014_47QTCA19D00MV_4732
CBP,HSBP1017P00383,"SPEDIACCI, DOMINIC",-9227.65,2022-07-05,P00003,QUALITY CONTROL- AMMUNITION AND EXPLOSIVES,REMEDIATION SERVICES,DE-OBLIGATION,CONT_AWD_HSBP1017P00383_7014_-NONE-_-NONE-
CBP,70B04C19F00000235,DELOITTE CONSULTING LLP,-9322.65,2022-02-22,P00017,SUPPORT- MANAGEMENT: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,DEOBLIGATE FUNDS FROM SAP LINES 70 AND 80,CONT_AWD_70B04C19F00000235_7014_70B04C19A00000003_7014
CBP,HSBP1017F00001,WIDEPOINT INTEGRATED SOLUTIONS CORP,-9418.18,2022-07-31,P00004,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,CUSTOM COMPUTER PROGRAMMING SERVICES,DE-OBLIGATION OF EXCESS UNUSED FUNDING.,CONT_AWD_HSBP1017F00001_7014_HSHQDC13A00024_7001
CBP,70B06C18F00000709,"ATLANTIC DIVING SUPPLY, INC.",-9445.5,2022-05-23,P00003,OPTICAL SIGHTING AND RANGING EQUIPMENT,OPTICAL INSTRUMENT AND LENS MANUFACTURING,DE-OBLIGATION,CONT_AWD_70B06C18F00000709_7014_HSBP1016D00009_7014
CBP,70B06C21F00000733,RED HILL VENTURES LLC,-9454.5,2022-05-24,P00001,"HEADSETS, HANDSETS, MICROPHONES AND SPEAKERS",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,MOD ISSUED TO CANCEL ORDER,CONT_AWD_70B06C21F00000733_7014_GS21F0067U_4730
CBP,70B01C19C00000004,3T FEDERAL SOLUTIONS LLC,-9612.5,2022-06-08,P00004,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,DEOBLIGATION MODIFICATION,CONT_AWD_70B01C19C00000004_7014_-NONE-_-NONE-
CBP,HSBP1013P00491,WAC LLC,-9756.72,2022-02-15,P00017,"LEASE OR RENTAL OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",SEPTIC TANK AND RELATED SERVICES,DEOBLIGATION MODIFICATION,CONT_AWD_HSBP1013P00491_7014_-NONE-_-NONE-
CBP,HSBP1017J00697,THE RAND CORPORATION,-9858.86,2022-08-29,P00001,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,P00001 IS TO DEOBLIGATE UNUSED FUNDS FROM THIS TASK ORDER.,CONT_AWD_HSBP1017J00697_7014_HSHQDC16D00007_7001
CBP,HSBP1017F00247,DELOITTE CONSULTING LLP,-9861.5,2021-12-07,P00026,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,DEOBLIGATION OF FUNDS,CONT_AWD_HSBP1017F00247_7014_GS00Q14OADU113_4732
CBP,HSBP1017F00135,DAKOTA CONSULTING INCORPORATED,-9900.0,2021-12-15,P00007,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,DEOBLIGATION MOD,CONT_AWD_HSBP1017F00135_7014_GS06F0942Z_4732
CBP,70B02C18C00000066,"PRIMCORP, LLC",-9943.4,2022-09-26,P00010,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,OTHER MANAGEMENT CONSULTING SERVICES,DE-OBLIGATION,CONT_AWD_70B02C18C00000066_7014_-NONE-_-NONE-
CBP,70B02C22P00000016,MOBILE HOMES ACCEPTANCE CORPORATION,-9950.0,2022-07-13,P00001,"LEASE OR RENTAL OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES",LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,"THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE EXCESS FUNDING (RESULTANT OF PURCHASE CARD PAYMENTS) IN THE AMOUNT OF $9,950.00 FROM CONTRACT LINE ITEM 10 AND 20.",CONT_AWD_70B02C22P00000016_7014_-NONE-_-NONE-
CBP,HSBP1016P00765,"SYNERGY PROJECT CONTRACTORS, INC.",-10000.0,2022-02-28,P00010,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"DE-OBLIGATION OF CLIN 60, UNUSED EXPIRED FUNDS.",CONT_AWD_HSBP1016P00765_7014_-NONE-_-NONE-
CBP,70B06C19P00000120,"PANJIVA, INC",-10000.0,2022-08-13,P00002,IT AND TELECOM- WEB-BASED SUBSCRIPTION,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,TRANSPORT INFORMATYION,CONT_AWD_70B06C19P00000120_7014_-NONE-_-NONE-
CBP,70B02C20P00000384,"RED RIVER SCIENCE & TECHNOLOGY, LLC",-10000.0,2022-03-23,P00001,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,FLIGHT TRAINING,DEOBLIGATION MODIFICATION,CONT_AWD_70B02C20P00000384_7014_-NONE-_-NONE-
CBP,70B04C20F00000300,PERATON INC.,-10000.0,2022-09-15,P00005,IT AND TELECOM- SYSTEMS DEVELOPMENT,COMPUTER SYSTEMS DESIGN SERVICES,DEOB FROM SAP LINE 200,CONT_AWD_70B04C20F00000300_7014_HSHQDC14DE2035_7001
CBP,70B04C19F00000235,DELOITTE CONSULTING LLP,-10000.0,2022-01-05,P00016,SUPPORT- MANAGEMENT: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,"DEOB FUNDS FROM SAP LINE 140, DECREASE TOTAL OBLIGATED VALUE AND TOTAL TASK ORDER VALUE",CONT_AWD_70B04C19F00000235_7014_70B04C19A00000003_7014
CBP,70B01C21F00000003,"VF IMAGEWEAR, INC.",-10000.0,2022-07-07,P00010,"CLOTHING, SPECIAL PURPOSE",MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS,DE-OBLIGATION OF FUNDS - ITEM 40,CONT_AWD_70B01C21F00000003_7014_70B01C20D00000004_7014
CBP,70B01C18C00000048,"PRIMCORP, LLC",-10000.95,2022-03-29,P00004,SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"THE PURPOSE OF MODIFICATION P00004 IS TO DE-OBLIGATE OPTION YEAR 2 TRAVEL FUNDS . LN#80 WILL DECREASE FROM $10,000.95 TO $00.00 ($-10,000.95).",CONT_AWD_70B01C18C00000048_7014_-NONE-_-NONE-
CBP,70B03C20F00001007,WIDEPOINT INTEGRATED SOLUTIONS CORP,-10235.5,2022-01-06,P00003,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,TELECOMMUNICATIONS RESELLERS,AT&T FIRSTNET WIRELESS - DE-OBLIGATE FUNDS NOT USED DURING THE TERM OF THE TASK ORDER,CONT_AWD_70B03C20F00001007_7014_70RTAC20D00000001_7001
CBP,70B03C18F00000425,CONSTELLATION INC,-10285.03,2022-01-20,P00003,SUPPORT- MANAGEMENT: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,MODIFICATION TO DE-OBLIGATE EXCESS FUNDING,CONT_AWD_70B03C18F00000425_7014_GS06F1160Z_4732
CBP,HSBP1017J00509,SAN BRUNO VETERINARY SERVICES INC,-10294.92,2022-02-15,P00001,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,DEOBLIGATION MODIFICATION,CONT_AWD_HSBP1017J00509_7014_HSBP1015A00028_7014
CBP,70B03C20P00000184,JAIME VAZQUEZ VELAZQUEZ,-10327.0,2022-01-18,P00003,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,CANINE VETERINARY SERVICES - SAN JUAN - MODIFICATION TO DE-OBLIGATE UNUSED FUNDS,CONT_AWD_70B03C20P00000184_7014_-NONE-_-NONE-
CBP,70B03C18F00000728,"DEAF SERVICES UNLIMITED, INC.",-10351.0,2022-05-24,P00004,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,TRANSLATION AND INTERPRETATION SERVICES,DEOBLIGATION MODIFICATION,CONT_AWD_70B03C18F00000728_7014_HSFE7016A1992_7022
CBP,70B06C21F00000804,CENTRAL LAKE ARMOR EXPRESS INC,-10385.61,2022-06-27,P00006,"ARMOR, PERSONAL",APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,DE-OBLIGATION OF FUNDS FOR OY4.,CONT_AWD_70B06C21F00000804_7014_HSBP1017D00002_7014
CBP,70B06C22F00000135,XATOR LLC,-10490.0,2022-09-19,P00001,SUPPORT- MANAGEMENT: OTHER,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,VENUE SERVICES,CONT_AWD_70B06C22F00000135_7014_70B06C22D00000005_7014
CBP,70B06C20P00000016,INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE,-10700.0,2022-07-06,P00001,COMMUNITY AND REGIONAL DEVELOPMENT R&D SERVICES; COMMUNITY DEVELOPMENT; APPLIED RESEARCH,BUSINESS ASSOCIATIONS,FUNDING ONLY ACTION,CONT_AWD_70B06C20P00000016_7014_-NONE-_-NONE-
CBP,70B03C19F00000186,SAN BRUNO VETERINARY SERVICES INC,-10721.38,2022-02-25,P00001,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,DEOBLIGATION MODIFICATION,CONT_AWD_70B03C19F00000186_7014_HSBP1015A00028_7014
CBP,70BPCR21P62293856,"GULICK FREIGHT SERVICE LOGISTICS, INC.",-10750.0,2021-12-17,P00001,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR FREIGHT,"GENERAL FREIGHT TRUCKING, LOCAL",PCPO DELETED.,CONT_AWD_70BPCR21P62293856_7014_-NONE-_-NONE-
CBP,HSBP1017J00566,"TOTALLY JOINED FOR ACHIEVING COLLABORATIVE TECHNIQUES (TJFACT), LLC",-11123.78,2022-05-04,P00011,SUPPORT- PROFESSIONAL: OTHER,OFFICE ADMINISTRATIVE SERVICES,CLOSE OUT,CONT_AWD_HSBP1017J00566_7014_HSHQDC16DP2028_7001
CBP,70B06C22F00000041,SONS QUALITY FOOD CO,-11172.61,2022-01-18,P00002,HOUSEKEEPING- FOOD,FOOD SERVICE CONTRACTORS,FUNDING ADJUSTMENTS AND EXTENDED POP 3/1/2022 - 3/31/2022,CONT_AWD_70B06C22F00000041_7014_70B06C18D00000024_7014
CBP,70B03C22P00000032,"CUT BANK AUTO BODY, LLC",-11261.88,2022-08-30,P00002,MOTOR VEHICLE MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",VEHICLE REPAIR,CONT_AWD_70B03C22P00000032_7014_-NONE-_-NONE-
CBP,70B02C18F00001067,FLIGHTSAFETY INTERNATIONAL INC,-11332.0,2022-05-23,P00003,EDUCATION/TRAINING- OTHER,FLIGHT TRAINING,DEOBLIGATE FUNDS FROM LINE 20,CONT_AWD_70B02C18F00001067_7014_HSBP1014D00019_7014
CBP,70B03C21F00000209,MORRIS BRADLEY L,-11386.0,2022-01-12,P00001,SPECIAL DIETARY FOODS AND FOOD SPECIALTY PREPARATIONS,PERISHABLE PREPARED FOOD MANUFACTURING,DEOBLIGATION AND CLOSEOUT - USBP WESLACO DETAINEE MEALS - LUNCH ONLY,CONT_AWD_70B03C21F00000209_7014_70B03C20A00000023_7014
CBP,70B03C19F00000102,AMERICAN SCIENCE & ENGINEERING INC,-11643.0,2022-08-31,P00005,"OPTICAL INSTRUMENTS, TEST EQUIPMENT, COMPONENTS AND ACCESSORIES",IRRADIATION APPARATUS MANUFACTURING,DE-OBLIGATION,CONT_AWD_70B03C19F00000102_7014_70B03C18D00000035_7014
CBP,70B06C20F00000233,INDUSTRIAL ECONOMICS INC,-11683.61,2022-03-09,P00002,OTHER QC/TEST/INSPECT- MISCELLANEOUS,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,DEOBLIGATION MODIFICATION,CONT_AWD_70B06C20F00000233_7014_70B06C18D00000031_7014
CBP,70B01C20C00000125,GREEN POWERED TECHNOLOGY LLC,-11958.0,2022-02-02,P00003,SUPPORT- ADMINISTRATIVE: OTHER,OTHER MANAGEMENT CONSULTING SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO DE-OBLIGATE EXCESS FUNDS FOR TRAVEL EXPENSES.,CONT_AWD_70B01C20C00000125_7014_-NONE-_-NONE-
CBP,70B03C20F00000247,"EAST EL PASO ANIMAL HOSPITAL, INC.",-11971.32,2022-09-02,P00001,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,VETERINARY SERVICES,"DE-OBLIGATION #11,971.32",CONT_AWD_70B03C20F00000247_7014_70B03C18A00000019_7014
CBP,HSBP1017C00124,"PROFESSIONAL CONTRACT SERVICES, INC.",-12193.23,2022-02-28,P00015,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,"DE-OBLIGATE $12,193.23",CONT_AWD_HSBP1017C00124_7014_-NONE-_-NONE-
CBP,70B03C19P00000192,VIRGIN ISLAND PORT AUTHORITY,-12225.96,2022-07-07,P00004,PURCHASE OF PARKING FACILITIES,PARKING LOTS AND GARAGES,DE-OBLIGATION OF EXPIRED FUNDS,CONT_AWD_70B03C19P00000192_7014_-NONE-_-NONE-
CBP,70B02C20F00000664,BAE SYSTEMS TECHNOLOGY SOLUTIONS & SERVICES INC.,-12366.74,2022-09-22,P00004,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,"ENGINEERING, TECHNICAL AND LOGISTICAL SUPPORT SERVICES",CONT_AWD_70B02C20F00000664_7014_GS00Q14OADU103_4732
CBP,70B06C19F00000013,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",-12367.33,2021-11-08,P00022,SUPPORT- MANAGEMENT: OTHER,ENGINEERING SERVICES,EO14042 BILATERAL DEOBLIGATION MODIFICATION,CONT_AWD_70B06C19F00000013_7014_GS00Q14OADU116_4732
CBP,HSBP1016P00277,"THE GEO GROUP, INC.",-12506.47,2022-09-22,P00012,LEASE/RENTAL OF PENAL FACILITIES,CORRECTIONAL INSTITUTIONS,DEOBLIGATION MODIFICATION,CONT_AWD_HSBP1016P00277_7014_-NONE-_-NONE-
CBP,70B03C18C00000161,MEI MAIL SERVICES INC.,-12754.3,2021-12-06,P00005,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,POSTAL SERVICE,DE-OBLIGATION OF EXPIRED FUNDS,CONT_AWD_70B03C18C00000161_7014_-NONE-_-NONE-
CBP,70B04C19F00000234,DELOITTE CONSULTING LLP,-12849.93,2022-02-22,P00004,SUPPORT- MANAGEMENT: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,DEOB FROM SAP LINE 250,CONT_AWD_70B04C19F00000234_7014_70B04C19A00000003_7014
CBP,70B02C18F00000653,"SIERRA NEVADA COMPANY, LLC",-13154.0,2021-12-16,P00003,"AIRCRAFT, FIXED WING",AIRCRAFT MANUFACTURING,DEOB FUNDING - MEA DELIVERY ORDER,CONT_AWD_70B02C18F00000653_7014_HSBP1016D00011_7014
CBP,HSBP1016C00124,"INDIAN EYES, LLC",-13263.19,2021-11-12,P00010,"LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT","CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING","DE-OBLIGATION MOD AFFECTING LIS 10, 40, 60 AND 80.",CONT_AWD_HSBP1016C00124_7014_-NONE-_-NONE-
CBP,70B03C19P00000159,DELAWARE COUNTY BOARD OF FIRE & LIFE SAFETY,-13500.0,2022-05-25,P00007,SUPPORT- ADMINISTRATIVE: OTHER,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,DE-OBLIGATION OF UNUSED FUNDS,CONT_AWD_70B03C19P00000159_7014_-NONE-_-NONE-
CBP,70B02C19P00000242,"RED RIVER SCIENCE & TECHNOLOGY, LLC",-13786.12,2022-03-23,P00001,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,FLIGHT TRAINING,DEOBLIGATION MODIFICATION,CONT_AWD_70B02C19P00000242_7014_-NONE-_-NONE-
CBP,70B01C19C00000066,RIVA SOLUTIONS INC,-14000.0,2021-10-12,P00004,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,THIS MODIFICATION DE-OBLIGATES UNUSED FUNDING - CLINS 80 AND 100.,CONT_AWD_70B01C19C00000066_7014_-NONE-_-NONE-
CBP,70B06C22F00000464,UNIVERSITY OF VIRGINIA DARDEN SCHOOL FOUNDATION,-14249.1,2022-08-31,P00002,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",DE-OBLIGATION OF FUNDS DUE TO DROP IN STUDENT COUNT FOR THIS COHORT.,CONT_AWD_70B06C22F00000464_7014_70B06C20D00000003_7014
CBP,HSBP1015P00177,UNI FIRST CORP,-14290.87,2022-01-28,P00006,HOUSEKEEPING- LAUNDRY/DRYCLEANING,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),DEOBLIGATION OF FUNDS,CONT_AWD_HSBP1015P00177_7014_-NONE-_-NONE-
