Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description,Generated Award ID
ICE,70CDCR25FR0000026,"MVM, INC.",41313666.0,2025-03-06,0,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,THIS AWARD ESTABLISHES A NEW TASK ORDER FOR THE NATIONWIDE TRANSPORTATION OF UNACCOMPANIED MINORS (UC) AND FAMILY UNITS (FAMU).,CONT_AWD_70CDCR25FR0000026_7012_70CDCR24D00000002_7012
ICE,70CDCR25FR0000022,"CSI AVIATION, INC",39000000.0,2025-08-01,P00012,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,"THIS MODIFICATION PROVIDES FUNDING FOR THE DAILY SCHEDULED LARGE AIRCRAFT (DSLA) AND SPECIAL HIGH-RISK CHARTER (SHRC) PROGRAMS, WHICH FACILITATE ENFORCEMENT AND REMOVAL OPERATIONS (ERO) MISSION TO REMOVE ILLEGAL ALIENS FROM THE UNITED STATES.",CONT_AWD_70CDCR25FR0000022_7012_GS33F0025V_4730
ICE,70CTD025FR0000086,TRIBALCO LLC,38843121.32,2025-09-19,0,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,"THIS AWARD PROVIDES 3,430 MOTOROLA APX NEXT PORTABLE RADIOS FOR PERSONNEL TO ENABLE UNINTERRUPTED, SECURE COMMUNICATIONS DURING OPERATIONS, SUPPORTING ENFORCEMENT ACTIONS, SAFEGUARDING NATIONAL SECURITY, AND PROTECTING PUBLIC SAFETY.",CONT_AWD_70CTD025FR0000086_7012_70B04C19D00000021_7014
ICE,70CDCR25FR0000011,"CORECIVIC, INC.",37106348.53,2025-03-04,P00001,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"FUNDING FOR DETENTION SERVICES, TRANSPORTATION MILEAGE, ON-CALL/TRANSPORTATION GUARDS, DETAINEE VOLUNTEER WORK PROGRAM & MEDICAL SERVICES FOR THE OTAY MESA DETENTION CENTER IN SAN DIEGO, CALIFORNIA",CONT_AWD_70CDCR25FR0000011_7012_70CDCR20D00000007_7012
ICE,70CDCR24FR0000024,"CSI AVIATION, INC",35612554.93,2024-12-19,P00008,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO EXTEND ICE AIR PERFORMANCE BY 1 MONTH AND OBLIGATE THE CORRESPONDING FUNDING.,CONT_AWD_70CDCR24FR0000024_7012_GS33F0025V_4730
ICE,70CDCR25FR0000011,"CORECIVIC, INC.",33985189.14,2025-07-07,P00003,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"FUNDING FOR DETENTION SERVICES, TRANSPORTATION MILEAGE, ON-CALL/TRANSPORTATION GUARDS, AND DETAINEE VOLUNTEER WORK PROGRAM AT THE OTAY MESA DETENTION CENTER IN SAN DIEGO, CALIFORNIA",CONT_AWD_70CDCR25FR0000011_7012_70CDCR20D00000007_7012
ICE,70CDCR25FR0000022,"CSI AVIATION, INC",33882073.28,2025-02-27,0,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,THE PURPOSE OF THIS TASK ORDER IS TO PROVIDE DAILY SCHEDULED LARGE AIRCRAFT & SPECIAL HIGH RISK CHARTER FLIGHTS TO FACILITATE ICE'S ENFORCEMENT AND REMOVAL OPERATIONS OF ILLEGAL ALIENS.,CONT_AWD_70CDCR25FR0000022_7012_GS33F0025V_4730
ICE,70CDCR25FR0000022,"CSI AVIATION, INC",33717475.13,2025-03-25,P00002,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,"THIS MODIFICATION PROVIDES FUNDING FOR THE DAILY SCHEDULED LARGE AIRCRAFT (DSLA) FLIGHT PROGRAM, WHICH FACILITATES ICES ENFORCEMENT AND REMOVAL OPERATIONS (ERO) MISSION TO REMOVE ILLEGAL ALIENS FROM THE UNITED STATES.",CONT_AWD_70CDCR25FR0000022_7012_GS33F0025V_4730
ICE,70CDCR24FR0000049,B.I. INCORPORATED,30339560.0,2024-10-24,P00006,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,FACILITIES SUPPORT SERVICES,FUNDING FOR INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP) IV ALTERNATIVES TO DETENTION OPERATIONAL SUPPORT,CONT_AWD_70CDCR24FR0000049_7012_70CDCR20D00000011_7012
ICE,70CDCR25FR0000026,"MVM, INC.",30093914.12,2025-09-30,P00004,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,THIS TASK ORDER IS FOR FUNDING THE NATIONWIDE TRANSPORTATION OF UNACCOMPANIED MINORS AND FAMILY UNITS. THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE INCREMENTAL FUNDING ON THE TASK ORDER.,CONT_AWD_70CDCR25FR0000026_7012_70CDCR24D00000002_7012
ICE,70CDCR25FR0000026,"MVM, INC.",30000000.0,2025-08-01,P00002,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,THIS TASK ORDER IS FOR FUNDING THE NATIONWIDE TRANSPORTATION OF UNACCOMPANIED MINORS AND FAMILY UNITS. THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE INCREMENTAL FUNDING FOR THE CONTINUATION OF SERVICES.,CONT_AWD_70CDCR25FR0000026_7012_70CDCR24D00000002_7012
ICE,70CTD022FR0000170,PALANTIR TECHNOLOGIES INC.,29898236.0,2025-09-25,P00012,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),SOFTWARE PUBLISHERS,"MODIFICATION FOR INVESTIGATIVE CASE MANAGEMENT FOR LICENSES, CONTINUE CONFIGURATION AND ENGINEERING SERVICES FOR ENHANCED LEADS IDENTIFICATION AND TARGETING FOR ENFORCEMENT, ASSISTED VOLUNTARY RETURN, AND IMMIGRATION LIFECYCLE PROCESS CAPABILITIES.",CONT_AWD_70CTD022FR0000170_7012_GS35F0086U_4730
ICE,70CTD022FR0000170,PALANTIR TECHNOLOGIES INC.,29898236.0,2025-04-11,P00009,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),SOFTWARE PUBLISHERS,"THIS MODIFICATION ADDS LICENSES, CONFIGURATION, AND ENGINEERING SERVICES FOR THE INVESTIGATIVE CASE MANAGEMENT SYSTEM TO DEPLOY NEW TARGETING AND ENFORCEMENT PRIORITIZATION, SELF-DEPORTATION TRACKING, AND IMMIGRATION LIFECYCLE PROCESS CAPABILITIES.",CONT_AWD_70CTD022FR0000170_7012_GS35F0086U_4730
ICE,70CDCR24FR0000024,"CSI AVIATION, INC",29000672.72,2025-01-30,P00009,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO EXTEND ICE AIR PERFORMANCE BY 1 MONTH AND OBLIGATE THE CORRESPONDING FUNDING.,CONT_AWD_70CDCR24FR0000024_7012_GS33F0025V_4730
ICE,70CMSW25FR0000081,"PEOPLE WHO THINK, L.L.C.",24974000.0,2025-08-18,0,SUPPORT- MANAGEMENT: ADVERTISING,MARKETING CONSULTING SERVICES,THIS AWARD PROCURES MEDIA CONTENT CREATION SUPPORT SERVICES FOR IMMIGRATION AND CUSTOMS ENFORCEMENT RECRUITMENT CAMPAIGN IN SUPPORT OF THE OFFICE OF PUBLIC AFFAIRS.,CONT_AWD_70CMSW25FR0000081_7012_70RDA225D00000003_7001
ICE,70CTD025FC0000024,"FOUR POINTS TECHNOLOGY, L.L.C.",24105505.29,2025-09-05,0,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,AWARD PROVIDES CLOUD INFRASTRUCTURE RESOURCES IN THE ICE CLOUD INFRASTRUCTURE HOSTING SUPPORT FOR THE AMAZON WEB SERVICES ENVIRONMENT FOR IMMIGRATION AND CUSTOMS ENFORCEMENT/OFFICE OF THE CHIEF INFORMAITON OFFICER,CONT_AWD_70CTD025FC0000024_7012_70CTD022A00000004_7012
ICE,70CDCR25FR0000120,G4S SECURE SOLUTIONS (USA) INC.,23435583.99,2025-09-26,0,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,THE PURPOSE OF THIS AWARD IS TO PROVIDE GROUND TRANSPORTATION SERVICES IN SUPPORT OF ENFORCEMENT AND REMOVAL OPERATIONS (ERO) IN THE SAN FRANCISCO (SFR) AREA OF RESPONSIBILITY (AOR).,CONT_AWD_70CDCR25FR0000120_7012_70CDCR25D00000001_7012
ICE,70CMSW21FR0000115,"CACI, INC. - FEDERAL",23358587.36,2025-03-04,P00027,IT AND TELECOM - NETWORK SUPPORT SERVICES (LABOR),ENGINEERING SERVICES,THIS MODIFICATION WILL EXERCISE OPTION YEAR FOUR(4) FOR THE TAC/COMS OPERATION/MAINTENANCE OF MOTOROLA RADIOS ON THE ICE-NETWORK AND INFRASTRUCTURE PLATFORM. FULLY FUNDED FOR THE YEARLY PERFORMANCE.,CONT_AWD_70CMSW21FR0000115_7012_70B04C19D00000046_7014
ICE,70CDCR24FR0000007,"CORECIVIC, INC.",22485329.52,2024-10-30,P00012,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"FUNDING FOR DETENTION SERVICES BEDS 1-750,  DETENTION SERVICES BEDS 751 AND ABOVE, TRANSPORTATION, ON CALL GUARDS, VOLUNTEER WORK PROGRAM, AND MEDICAL SERVICES",CONT_AWD_70CDCR24FR0000007_7012_70CDCR20D00000007_7012
ICE,70CDCR25FR0000122,"CORECIVIC, INC.",22426186.85,2025-09-30,P00001,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE FUNDING FOR CONTINUATION OF DETENTION AND TRANSPORTATION SERVICES AT THE CALIFORNIA CITY DETENTION CENTER IN CALIFORNIA CITY, CA.",CONT_AWD_70CDCR25FR0000122_7012_70CDCR25D00000010_7012
ICE,70CDCR25FR0000127,B.I. INCORPORATED,21966324.91,2025-09-30,0,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,FACILITIES SUPPORT SERVICES,"THIS TASK ORDER FACILITATES THE INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP) V. ISAP PROVIDES ENFORCEMENT AND REMOVAL OPERATIONS (ERO) WITH A COST-EFFECTIVE ALTERNATIVE TO DETENTION, UTILIZING TECHNOLOGY AND CASE MANAGEMENT.",CONT_AWD_70CDCR25FR0000127_7012_70CDCR25D00000062_7012
ICE,70CDCR24FR0000026,"MVM, INC.",21000000.0,2024-11-04,P00004,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,UNACCOMPANIED CHILDREN AND FAMILY UNIT TRANSPORTATION TO,CONT_AWD_70CDCR24FR0000026_7012_70CDCR24D00000002_7012
ICE,70CTD023FR0000053,"STEAMPUNK, INC.",20157148.28,2025-08-08,P00017,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,THIS TASK ORDER PROVIDES PROFESSIONAL SECURITY ASSURANCE AND CYBERSECURITY SERVICES THAT SAFEGUARD AND PROTECT ICE INFORMATION SYSTEMS AND DATA. THIS MODIFICATION EXERCISES AN OPTION AND OBLIGATES FUNDS.,CONT_AWD_70CTD023FR0000053_7012_47QTCA20D005E_4732
ICE,70CTD022FR0000018,INSERSO CORPORATION,19991504.0,2025-03-11,P00038,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",COMPUTER SYSTEMS DESIGN SERVICES,TO PROVIDE INCREMENTAL TRAVEL FUNDING FOR CONTRACT LINE ITEMS (CLINS) 3007 AND 3009 TO DELIVER DEPLOYMENT SUPPORT THAT ENABLE ICE TO PROTECT OUR NATION AGAINST CROSS-BORDER CRIME AND ILLEGAL IMMIGRATION.,CONT_AWD_70CTD022FR0000018_7012_75N98120D00162_7529
ICE,70CDCR25FR0000011,"CORECIVIC, INC.",19707649.29,2025-09-29,P00004,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"FUNDING FOR DETENTION SERVICES, TRANSPORTATION MILEAGE, ON-CALL/TRANSPORTATION GUARDS, AND DETAINEE VOLUNTEER WORK PROGRAM AT THE OTAY MESA DETENTION CENTER IN SAN DIEGO, CALIFORNIA",CONT_AWD_70CDCR25FR0000011_7012_70CDCR20D00000007_7012
ICE,70CTD022FR0000170,PALANTIR TECHNOLOGIES INC.,19355842.32,2025-09-19,P00011,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),SOFTWARE PUBLISHERS,"THIS MODIFICATION EXERCISES OPTION PERIOD 3 FOR THE INVESTIGATIVE CASE MANAGEMENT OPERATIONS AND MAINTENANCE SUPPORT SERVICES CONTRACT, WHICH PROVIDES CORE TOOLSETS USED BY AGENTS WORLDWIDE TO DEVELOP AND DOCUMENT THEIR CRIMINAL INVESTIGATIONS.",CONT_AWD_70CTD022FR0000170_7012_GS35F0086U_4730
ICE,70CDCR24FR0000061,"AMERGIS HEALTHCARE STAFFING, INC.",19234961.0,2025-09-25,P00006,MEDICAL- MANAGED HEALTHCARE,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO ADD ADDITIONAL INCREMENTAL FUNDING TO THE BASE PERIOD AS WELL AS EXERCISE OPTION PERIOD 1.,CONT_AWD_70CDCR24FR0000061_7012_70CDCR23D00000010_7012
ICE,70CDCR25FR0000009,"THE GEO GROUP, INC.",19153000.0,2025-09-15,P00007,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"FUNDING FOR ADELANTO DETENTION SERVICES FACILITY OPERATING CHARGE, TRANSPORTATION, AND GUARD SERVICES AT ADELANTO DETENTION CENTER TO SUPPORT LOS ANGELES AOR.",CONT_AWD_70CDCR25FR0000009_7012_70CDCR20D00000009_7012
ICE,70CDCR25FR0000092,AKIMA INFRASTRUCTURE PROTECTION LLC,19023899.76,2025-09-30,0,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"THIS IS A NEW TASK ORDER TO OBLIGATE FUNDING FOR HOUSING AND SAFEGUARDING ILLEGAL ALIENS IN SUPPORT OF ENFORCEMENT AND REMOVAL OPERATIONS (ERO) AT KROME SERVICE PROCESSING CENTER IN MIAMI, FL",CONT_AWD_70CDCR25FR0000092_7012_70CDCR24D00000009_7012
ICE,70CTD025FC0000002,DELL FEDERAL SYSTEMS L.P,18807300.77,2025-04-02,0,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),SOFTWARE PUBLISHERS,"THIS CALL SUPPORTS THE IMMIGRATION AND CUSTOMS ENFORCEMENT, OFFICE OF THE CHIEF INFORMATION OFFICER THROUGH THE PURCHASE OF THE MICROSOFT ENTERPRISE SOFTWARE LICENSES.",CONT_AWD_70CTD025FC0000002_7012_70RTAC24A00000001_7001
ICE,70CDCR24FR0000049,B.I. INCORPORATED,18349546.68,2025-06-06,P00009,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,FACILITIES SUPPORT SERVICES,ADDITIONAL FUNDING FOR CONTRACT MANAGEMENT AND OPERATIONAL SUPPORT FOR THE INTENSIVE SUPERVISION APPEARANCE PROGRAM IN SUPPORT OF ALTERNATIVES TO DETENTION FOR IMMIGRATION AND CUSTOMS ENFORCEMENT,CONT_AWD_70CDCR24FR0000049_7012_70CDCR20D00000011_7012
ICE,70CDCR24FR0000057,AKIMA INFRASTRUCTURE PROTECTION LLC,18128815.0,2025-04-03,P00004,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,THIS CONTRACT PROVIDES DETENTION AND TRANSPORTATION SERVICES AT KROME SERVICE PROCESSING CENTER. THE PURPOSE OF THIS MODIFICATION IS TO OBLIGATE FUNDS FOR TEMPORARY HOUSING SERVICES.,CONT_AWD_70CDCR24FR0000057_7012_70CDCR24D00000009_7012
ICE,70CDCR25FR0000022,"CSI AVIATION, INC",18000000.0,2025-06-05,P00007,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,"THIS MODIFICATION PROVIDES FUNDING FOR THE DAILY SCHEDULED LARGE AIRCRAFT (DSLA) FLIGHT PROGRAM, WHICH FACILITATES ENFORCEMENT AND REMOVAL OPERATIONS (ERO) MISSION TO REMOVE ILLEGAL ALIENS FROM THE UNITED STATES.",CONT_AWD_70CDCR25FR0000022_7012_GS33F0025V_4730
ICE,70CDCR25FR0000096,"THE GEO GROUP, INC.",17999289.0,2025-08-01,0,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,THE PURPOSE OF THIS TASK ORDER IS FOR COMPREHENSIVE DETENTION AND TRANSPORATION SERVICES FOR HOUSING CRIMINAL ALIENS AT NORTH LAKE DETENTION CENTER IN BALDWIN MI.,CONT_AWD_70CDCR25FR0000096_7012_70CDCR25D00000009_7012
ICE,70CTD021FR0000053,WIDEPOINT INTEGRATED SOLUTIONS CORP,17752684.84,2025-03-05,P00034,IT AND TELECOM - MOBILE DEVICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),TELECOMMUNICATIONS RESELLERS,MODIFICATION TO EXERCISE OPTION YEAR 4 FOR THE MISSION CRITICAL DHS CWMS IDIQ TASK ORDER CLINS 4001-4005. CLINS 4001-4002 WILL BE INCREMENTALLY FUNDED WHILE CLINS 4003-4005 ARE FULLY FUNDED,CONT_AWD_70CTD021FR0000053_7012_70RTAC21D00000001_7001
ICE,70CDCR25FR0000009,"THE GEO GROUP, INC.",17707729.0,2025-08-13,P00006,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"FUNDING FOR ADELANTO DETENTION SERVICES FACILITY OPERATING CHARGE, DAILY OCCUPANCY, TRANSPORTATION, GUARD SERVICES, AND OTHER DIRECT COSTS AT ADELANTO DETENTION CENTER IN LOS ANGELES CALIFORNIA.",CONT_AWD_70CDCR25FR0000009_7012_70CDCR20D00000009_7012
ICE,70CDCR24FR0000026,"MVM, INC.",17000000.0,2024-12-09,P00005,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,UNACCOMPANIED CHILDREN AND FAMILY UNIT TRANSPORTATION TO,CONT_AWD_70CDCR24FR0000026_7012_70CDCR24D00000002_7012
ICE,70CMSW25FR0000139,"ATLANTIC DIVING SUPPLY, INC.",16993996.5,2025-09-26,0,"ARMOR, PERSONAL",APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,THE AWARD PROVIDES LEVEL IIIA SOFT BODY ARMOR KITS AND ACCESSORIES TO SUPPORT LAW ENFORCEMENT AGENTS AND ICE- OFFICE OF FIREARMS AND TACTICAL PROGRAMS AT FORT BENNING.,CONT_AWD_70CMSW25FR0000139_7012_70CMSW24D00000002_7012
ICE,70CTD025FC0000019,"FCN, INC.",15999988.21,2025-09-11,0,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",OTHER COMPUTER RELATED SERVICES,"THIS INFORMATION TECHNOLOGY CLIENT DEVICE REFRESH BLANKET PURCHASE AGREEMENT CALL PROVIDES ICE THE DELIVERY OF DESKTOP COMPUTERS, LAPTOPS, TABLETS, AND MONITORS FOR OFFICE OF CHIEF INFORMATION OFFICER",CONT_AWD_70CTD025FC0000019_7012_70CTD023A00000001_7012
ICE,70CDCR25FR0000123,"CORECIVIC, INC.",15582600.0,2025-09-26,0,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"THE PURPOSE OF THIS TASK ORDER IS FOR HOUSING, TRANSPORTATION AND MEDICAL FOR ICE ALIENS AT THE MIDWEST DETENTION CENTER IN LEAVENWORTH, KS.",CONT_AWD_70CDCR25FR0000123_7012_70CDCR25D00000008_7012
ICE,70CTD022FR0000019,"ITC FEDERAL, LLC",15535045.18,2025-05-08,P00017,"IT AND TELECOM - PLATFORM SUPPORT SERVICES: DATABASE, MAINFRAME, MIDDLEWARE (LABOR)",COMPUTER SYSTEMS DESIGN SERVICES,"MODIFICATION EXERCISES AN OPTION PERIOD UNDER THE OPERATIONS AND SOLUTIONS DELIVERY SUPPORT SERVICES ORDER, WHICH PROVIDES ICE THE NECESSARY SUPPORT FOR VIDEO TELECONFERENCING & VOICE COMMUNICATIONS HELP DESK, NETWORK, & PROJECT MANAGEMENT.",CONT_AWD_70CTD022FR0000019_7012_47QTCH18D0027_4732
ICE,70CDCR25FR0000022,"CSI AVIATION, INC",15500000.0,2025-05-29,P00006,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,"THIS MODIFICATION PROVIDES FUNDING FOR TWO ICE AIR PROGRAMS, WHICH FACILITATES ENFORCEMENT AND REMOVAL OPERATIONS (ERO) MISSION TO REMOVE ILLEGAL ALIENS FROM THE UNITED STATES.",CONT_AWD_70CDCR25FR0000022_7012_GS33F0025V_4730
ICE,70CDCR25FR0000013,"THE GEO GROUP, INC.",15457395.19,2025-03-05,P00002,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDING FOR DETENTION SERVICES IN MESSA VERDE AND GOLDEN STATES ICE DETENTION FACILITIES.,CONT_AWD_70CDCR25FR0000013_7012_70CDCR20D00000008_7012
ICE,70CMSW25FR0000136,"LIONHEART ALLIANCE, LLC",15453481.4,2025-09-29,0,TRAINING AIDS,APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING,"THE AWARD PROVIDES GALVION CAIMAN 24 BALLISTIC HELMETS TO SUPPORT ICE - OFFICE OF FIREARMS AND TACTICAL PROGRAMS AT FORT BENNING, GA.",CONT_AWD_70CMSW25FR0000136_7012_47QSWA20D001M_4732
ICE,70CDCR25FR0000091,"THE GEO GROUP, INC.",15127573.4,2025-09-30,P00003,HOUSEKEEPING- GUARD,CORRECTIONAL INSTITUTIONS,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION SERVICES AT THE SOUTH TEXAS ICE IMMIGRATION PROCESSING CENTER (STIPC). THIS MODIFICATION OBLIGATES FUND TO THE TASK ORDER.,CONT_AWD_70CDCR25FR0000091_7012_70CDCR20D00000012_7012
ICE,70CDCR25FR0000004,"THE GEO GROUP, INC.",15045785.73,2025-05-06,P00006,HOUSEKEEPING- GUARD,FACILITIES SUPPORT SERVICES,"THIS MODIFICATION ADDS FUNDING FOR DETENTION AND TRANSPORTATION SERVICES, FUEL, OVERTIME TRANSPORTATION SERVICES, AND REMOTE POST AT A DETENTION FACILITY IN THE SEATTLE AREA OF RESPONSIBILITY.",CONT_AWD_70CDCR25FR0000004_7012_HSCEDM15D00015_7012
ICE,70CMSW25FR0000082,SAFE AMERICA MEDIA LLC,15000000.0,2025-08-18,0,SUPPORT- MANAGEMENT: ADVERTISING,MARKETING CONSULTING SERVICES,THIS AWARD PROCURES MEDIA DISSEMINATION BUYS/AD PLACEMENT SUPPORT SERVICES FOR IMMIGRATION AND CUSTOMS ENFORCEMENT RECRUITMENT CAMPAIGN IN SUPPORT OF THE OFFICE OF PUBLIC AFFAIRS.,CONT_AWD_70CMSW25FR0000082_7012_70RDA225D00000004_7001
ICE,70CDCR24FR0000057,AKIMA INFRASTRUCTURE PROTECTION LLC,14994014.42,2025-08-11,P00007,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,THIS MODIFICATION OBLIGATES FUNDS FOR HOUSING AND SAFEGUARD ILLEGAL ALIENS IN SUPPORT OF ENFORCEMENT AND REMOVAL OPERATIONS (ERO) AT KROME SERVICE PROCESSING CENTER (SPC).,CONT_AWD_70CDCR24FR0000057_7012_70CDCR24D00000009_7012
ICE,70CDCR25FR0000009,"THE GEO GROUP, INC.",14651600.0,2025-05-28,P00005,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"FUNDING FOR ADELANTO DETENTION SERVICES FACILITY OPERATING CHARGE, DAILY OCCUPANCY, TRANSPORTATION, GUARD SERVICES, AND OTHER DIRECT COSTS AT ADELANTO DETENTION CENTER IN LOS ANGELES CALIFORNIA.",CONT_AWD_70CDCR25FR0000009_7012_70CDCR20D00000009_7012
ICE,70CMSW25FC0000131,PRICE MODERN LLC,14341796.88,2025-09-30,0,OFFICE FURNITURE,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,THIS AWARD PROCURES FURNITURE TO SUPPORT ENFORCEMENT AND REMOVAL OPERATIONS OFFICERS HIRED UNDER THE RECONCILIATION BILL IN SUPPORT OF THE ADMINISTRATION'S IMMIGRATION ENFORCEMENT PRIORITIES.,CONT_AWD_70CMSW25FC0000131_7012_70RDAD22A00000001_7001
ICE,70CDCR25FR0000009,"THE GEO GROUP, INC.",14335200.0,2025-02-24,P00002,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,"FUNDING FOR ADELANTO DETENTION SERVICES FACILITY OPERATING CHARGE, DAILY OCCUPANCY, TRANSPORTATION, GUARD SERVICES, AND COVID TESTS AT ADELANTO DETENTION CENTER IN LOS ANGELES CALIFORNIA",CONT_AWD_70CDCR25FR0000009_7012_70CDCR20D00000009_7012
ICE,70CDCR24FR0000011,"THE GEO GROUP, INC.",14144700.0,2024-10-16,P00008,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,FUNDING DETENTION BEDS AT ADELANTO,CONT_AWD_70CDCR24FR0000011_7012_70CDCR20D00000009_7012
ICE,70CDCR25FR0000022,"CSI AVIATION, INC",14000000.0,2025-06-12,P00008,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AIR PASSENGER,ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES,"THIS MODIFICATION PROVIDES FUNDING FOR THE DAILY SCHEDULED LARGE AIRCRAFT (DSLA) FLIGHT PROGRAM, WHICH FACILITATES ENFORCEMENT AND REMOVAL OPERATIONS (ERO) MISSION TO REMOVE ILLEGAL ALIENS FROM THE UNITED STATES.",CONT_AWD_70CDCR25FR0000022_7012_GS33F0025V_4730
ICE,70CDCR24FR0000038,"THE GEO GROUP, INC.",13882474.14,2024-11-06,P00001,HOUSEKEEPING- GUARD,CORRECTIONAL INSTITUTIONS,DETENTION AND TRANSPORTATION SERVICES - SOUTH TEXAS ICE PROCESSING CENTER (STIPC) FY24 TASK ORDER,CONT_AWD_70CDCR24FR0000038_7012_70CDCR20D00000012_7012
