Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description,Generated Award ID
CBP,70B06C19F00001394,WIDEPOINT INTEGRATED SOLUTIONS CORP,6748.13,2020-12-28,P00004,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,CUSTOM COMPUTER PROGRAMMING SERVICES,P00004 IS TO ADD REQUIRED WIRELESS DEVICES UNDER EXISTING CARRIER SERVICES NECESSARY FOR NORMAL AND ONGOING CBP OFFICE OF PROFESSIONAL RESPONSIBILITY OPERATIONS.,CONT_AWD_70B06C19F00001394_7014_GS35F0232N_4730
CBP,70B03C18P00000358,"JUSTICE, MONTANA DEPT OF",6700.0,2021-06-28,P00003,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL,OTHER GENERAL GOVERNMENT SUPPORT,OPTION YEAR NO ONE ELSE CAN PROVIDE THIS DATA SERVICE 7/01/2021 THROUGH 06/30/2022,CONT_AWD_70B03C18P00000358_7014_-NONE-_-NONE-
CBP,70B03C20P00000289,"COKER, ANA L",6699.12,2021-07-30,P00001,LEASE/RENTAL OF RECREATIONAL BUILDINGS,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,FIRING RANGE USAGE,CONT_AWD_70B03C20P00000289_7014_-NONE-_-NONE-
CBP,70B03C20P00000177,"USA WASTE OF CALIFORNIA, INC",6692.04,2021-03-12,P00001,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,OTHER WASTE COLLECTION,"EXERCISING OY 1 FOR A TOTAL OF $6,692.04",CONT_AWD_70B03C20P00000177_7014_-NONE-_-NONE-
CBP,70B03C21F00000185,"FS PARTNERS, LLP",6677.95,2021-02-26,0,IT AND TELECOM - MOBILE DEVICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,OFFICE OF FIELD OPERATIONS COMMUNICATIONS TABLETS AND ACCESSORIES,CONT_AWD_70B03C21F00000185_7014_HSHQDC13D00020_7001
CBP,70B03C18F00000974,"LEXMARK INTERNATIONAL, INC.",6675.84,2021-08-31,P00005,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER LEASE OPTION 3 - ADMINISTRATIVE MODIFICATION TO CORRECT INTERNAL ERROR,CONT_AWD_70B03C18F00000974_7014_GS25F0059M_4730
CBP,70B03C20P00000154,DIMMIT COUNTY,6674.4,2021-02-12,P00001,UTILITIES- OTHER,SOLID WASTE COLLECTION,OPTION YEAR I,CONT_AWD_70B03C20P00000154_7014_-NONE-_-NONE-
CBP,70B06C21P00000151,ARROW SECURITY & TRAINING LLC,6672.0,2021-04-26,0,EDUCATION/TRAINING- SECURITY,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,DIRECT 8(A) AWARD FOR CANINE ROLE PLAYER SERVICES.,CONT_AWD_70B06C21P00000151_7014_-NONE-_-NONE-
CBP,70B03C19P00000058,DEPARTMENT OF AGRICULTURE HAWAII,6608.0,2021-02-01,P00003,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,"""OTHER FUNCTION""",CONT_AWD_70B03C19P00000058_7014_-NONE-_-NONE-
CBP,70B04C18F00000559,AMERITEL COMMUNICATIONS CORPORATION,6600.72,2021-04-20,P00005,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,UNILATERAL MODIFICATION: EXERCISE OPTION PERIOD 3 IAW FAR 52.217-9,CONT_AWD_70B04C18F00000559_7014_GS03F102CA_4732
CBP,70B02C19C00000130,"MISSION SUPPORT SERVICES, LLC",6600.46,2021-04-12,P00001,MAINTENANCE OF OFFICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,SALLY GATES,CONT_AWD_70B02C19C00000130_7014_-NONE-_-NONE-
CBP,70B02C21P00000029,SHERIDAN MONTAG,6600.0,2021-01-26,P00001,LEASE/RENTAL OF RECREATION FACILITIES (NON-BUILDING),PORT AND HARBOR OPERATIONS,ADD FUNDING FOR OPTION YEAR 2 - BOAT HOUSE,CONT_AWD_70B02C21P00000029_7014_-NONE-_-NONE-
CBP,70B01C20F00001535,"MISSION SUPPORT SERVICES, LLC",6591.85,2021-06-16,P00004,REPAIR OR ALTERATION OF PARKING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"PARKING LOT REPAIRS, CHANGED SITE CONDITIONS",CONT_AWD_70B01C20F00001535_7014_70B01C20G00000027_7014
CBP,70B04C18P00000170,"OCLC, INC",6573.57,2021-01-21,P00005,INFORMATION TECHNOLOGY COMPONENTS,COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,OP3,CONT_AWD_70B04C18P00000170_7014_-NONE-_-NONE-
CBP,70B06C19F00000434,SONS QUALITY FOOD CO,6567.74,2020-10-26,P00003,HOUSEKEEPING- FOOD,FOOD SERVICE CONTRACTORS,TO PAY FOR EQUITABLE ADJUSTMENT FOR WORK STOP FROM 26 MARCH THRU 10 SEPTEMBER 2020,CONT_AWD_70B06C19F00000434_7014_70B06C18D00000024_7014
CBP,70B03C21P00000567,"V3 GATE TEAM, LLP",6555.26,2021-09-30,0,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,PURCHASE OF IT EQUIPMENT,CONT_AWD_70B03C21P00000567_7014_-NONE-_-NONE-
CBP,70B03C20P00000335,ANRIGE INC,6542.56,2020-11-02,P00001,LEASE OR RENTAL OF EQUIPMENT- TOILETRIES,SEPTIC TANK AND RELATED SERVICES,RENTAL OF PORTABLE POTTIES,CONT_AWD_70B03C20P00000335_7014_-NONE-_-NONE-
CBP,70B01C21F00000023,"BRYMAK & ASSOCIATES, INC.",6540.0,2020-11-18,0,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,FACILITIES SUPPORT SERVICES,FOGGING SERVICES,CONT_AWD_70B01C21F00000023_7014_70B01C18D00000004_7014
CBP,70B03C19F00000773,SMITHS DETECTION INC.,6524.0,2021-06-28,P00004,"OPTICAL INSTRUMENTS, TEST EQUIPMENT, COMPONENTS AND ACCESSORIES",IRRADIATION APPARATUS MANUFACTURING,"THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE PREVENTATIVE MAINTENANCE  POP 7/7/2021-7/6/2022 THIS CHANGES THE OBLIGATED AMOUNT FROM $ 1,965,851.48 BY $6,524.00 TO $1,972,375.48.",CONT_AWD_70B03C19F00000773_7014_HSBP1015D00027_7014
CBP,70B06C21F00000421,THE KINETIC GROUP SALES LLC,6518.88,2021-05-04,0,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,AMMUNITION .223 DUTY,CONT_AWD_70B06C21F00000421_7014_70CMSW18D00000002_7012
CBP,70B02C21P00000001,NAL RESEARCH CORP,6500.0,2021-09-29,P00004,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE",SATELLITE TELECOMMUNICATIONS,ADD FUNDING FOR BASE YEAR SATELLITE USAGE,CONT_AWD_70B02C21P00000001_7014_-NONE-_-NONE-
CBP,70B03C21P00000119,FOREIGN AWARDEES (UNDISCLOSED),6500.0,2021-03-25,0,SOCIAL- NON-GOVERNMENT INSURANCE PROGRAMS,INSURANCE AGENCIES AND BROKERAGES,VEHICLE INSURANCE - QUEEN BEATRIX AIRPORT,CONT_AWD_70B03C21P00000119_7014_-NONE-_-NONE-
CBP,HSBP1017P00054,ALBANY PARKING AUTHORITY,6480.0,2021-02-23,P00009,PURCHASE OF PARKING FACILITIES,PARKING LOTS AND GARAGES,PARKING SPACE,CONT_AWD_HSBP1017P00054_7014_-NONE-_-NONE-
CBP,70B03C21F00000869,AMERITEL COMMUNICATIONS CORPORATION,6435.48,2021-08-05,0,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER LEASE,CONT_AWD_70B03C21F00000869_7014_GS03F102CA_4732
CBP,70B06C20P00000529,PACESETTER K9 LLC,6386.0,2020-12-17,P00001,"LIVE ANIMALS, NOT RAISED FOR FOOD",ALL OTHER ANIMAL PRODUCTION,INCREASE THE NUMBER OF CANINES FROM 2 TO 3,CONT_AWD_70B06C20P00000529_7014_-NONE-_-NONE-
CBP,70B03C21F00000546,"NAR MEDICAL DEPOT, LLC",6370.56,2021-05-26,0,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",MYLAR BLANKETS,CONT_AWD_70B03C21F00000546_7014_HSBP1015A00032_7014
CBP,70B04C21F00000058,"FCN, INC.",6356.8,2020-12-17,0,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS,OTHER COMPUTER RELATED SERVICES,SERVER MAINTENANCE,CONT_AWD_70B04C21F00000058_7014_HSHQDC13D00017_7001
CBP,70B03C21F00000391,BLUE TECH INC.,6299.97,2021-04-19,0,IT AND TELECOM - COMPUTE: MAINFRAME (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,LAPTOPS,CONT_AWD_70B03C21F00000391_7014_HSHQDC13D00019_7001
CBP,70B03C20F00000141,UNITED FACILITY SERVICES CORP,6250.0,2020-12-10,P00002,HOUSEKEEPING- CUSTODIAL JANITORIAL,FACILITIES SUPPORT SERVICES,MODIFICATION TO CLARIFY STATEMENT OF WORK AND ADD SNOW REMOVAL FUNDING.,CONT_AWD_70B03C20F00000141_7014_GS21F0129W_4730
CBP,70B02C21P00000001,NAL RESEARCH CORP,6250.0,2021-02-19,P00002,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE",SATELLITE TELECOMMUNICATIONS,ADD FUNDING FOR BASE YEAR,CONT_AWD_70B02C21P00000001_7014_-NONE-_-NONE-
CBP,70B03C18F00000516,TIBBETT & ASSOCIATES INC,6201.6,2021-03-23,P00003,HOUSEKEEPING- INSECT/RODENT CONTROL,EXTERMINATING AND PEST CONTROL SERVICES,PEST CONTROL SERVICES EL CENTRO BORDER PATROL,CONT_AWD_70B03C18F00000516_7014_GS06F0050N_4730
CBP,70B03C21P00000180,FIRE PROTECTION SERVICE CORP,6180.0,2021-07-09,0,HOUSEKEEPING- SURVEILLANCE,INVESTIGATION SERVICES,VAULT FOR A ONE YEAR PERIOD  UNDER $10K SO NOT COMPETED DATE SIGNED AFTER EFFECTIVE DATE PPS/SAP ERROR,CONT_AWD_70B03C21P00000180_7014_-NONE-_-NONE-
CBP,70B03C21F00000460,ATT MOBILITY LLC,6149.94,2021-05-11,0,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),IPADS,CONT_AWD_70B03C21F00000460_7014_47QTCA19D00MV_4732
CBP,70B02C21P00000154,"GEORGIA-CAROLINA BULK EQUIPMENT, INC.",6125.0,2021-04-29,0,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,DECOMMISSION UHF RADIO,CONT_AWD_70B02C21P00000154_7014_-NONE-_-NONE-
CBP,HSBP1017P00636,JOHNSON CONTROLS FIRE PROTECTION LP,6095.54,2021-08-19,P00005,MAINT/REPAIR/REBUILD OF EQUIP- FIRE FIGHTING/RESCUE/SAFETY EQUIP; ENVIRON PROTECT EQUIP/MATLS,APPLIANCE REPAIR AND MAINTENANCE,FIRE EXTINGUISHER MAINTENANCE,CONT_AWD_HSBP1017P00636_7014_-NONE-_-NONE-
CBP,70B02C20P00000323,HAIVISION NETWORK VIDEO INC,6088.56,2021-05-27,P00001,VIDEO RECORDING AND REPRODUCING EQUIPMENT,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,EXERCISE OPTION YEAR,CONT_AWD_70B02C20P00000323_7014_-NONE-_-NONE-
CBP,70B03C20P00000159,SILVER WOLF ENTERPRISES CORP,6058.8,2021-03-31,P00002,"BEVERAGES, NONALCOHOLIC",BOTTLED WATER MANUFACTURING,EXERCISING OPTION YEAR 1,CONT_AWD_70B03C20P00000159_7014_-NONE-_-NONE-
CBP,70B01C20F00001450,"MISSION SUPPORT SERVICES, LLC",6039.88,2021-07-08,P00002,REPAIR OR ALTERATION OF OFFICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,THIS MOD COVERS THE REMOVAL AND REINSTALLATION OF FENCING AROUND THE NEW LARGER GENERATOR.,CONT_AWD_70B01C20F00001450_7014_70B01C20G00000027_7014
CBP,70B03C19P00000100,RELIANCE CONTRACTORS INC,6020.0,2021-04-30,P00004,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,FY 21 FUNDING FOR OPTION YR 2. JANITORIAL SERVICE,CONT_AWD_70B03C19P00000100_7014_-NONE-_-NONE-
CBP,70B03C19P00000215,"POTTY TIME, INC.",6014.88,2021-05-13,P00002,"LEASE OR RENTAL OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",SEPTIC TANK AND RELATED SERVICES,PORTABLE TOILETS,CONT_AWD_70B03C19P00000215_7014_-NONE-_-NONE-
CBP,70B03C20P00000055,J L DEBLAAY INC,6000.0,2020-12-22,P00001,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,EXERCISE OPTION YEAR 1 FOR JANITORIAL SERVICES,CONT_AWD_70B03C20P00000055_7014_-NONE-_-NONE-
CBP,70B03C21P00000307,THE LINCOLN ELECTRIC COMPANY,6000.0,2021-09-30,0,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; BASIC RESEARCH",PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,"""OTHER FUNCTIONS""",CONT_AWD_70B03C21P00000307_7014_-NONE-_-NONE-
CBP,70B04C20F00000618,VAREX IMAGING CORP,6000.0,2021-06-28,P00001,"MAINT/REPAIR/REBUILD OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,VAREX IMAGING AND ON DEMAND SUPPORT SERVICES.,CONT_AWD_70B04C20F00000618_7014_70B04C18D00000017_7014
CBP,70B02C20P00000424,EASY AERIAL INC,6000.0,2021-05-17,P00002,EDUCATION/TRAINING- OTHER,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,ADDED ONE (1) OPERATOR TRAINING,CONT_AWD_70B02C20P00000424_7014_-NONE-_-NONE-
CBP,70B02C20P00000424,EASY AERIAL INC,6000.0,2021-02-15,P00001,EDUCATION/TRAINING- OTHER,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,EXERCISE CLIN 0003,CONT_AWD_70B02C20P00000424_7014_-NONE-_-NONE-
CBP,70B03C21P00000531,CELLCO PARTNERSHIP,5999.9,2021-09-18,0,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),IPHONE AND WIRELESS SERVICES - UNDER MICRO THRESHOLD,CONT_AWD_70B03C21P00000531_7014_-NONE-_-NONE-
CBP,HSBP1017C00020,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,5959.72,2021-01-28,P00020,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: RAIL PASSENGER,MIXED MODE TRANSIT SYSTEMS,PROVIDE FUNDS FOR WMATA TO COVER CBP TRANSIT FOR THE MONTH OF FEBRUARY VIA A FUNDING OPTION WITHIN OPTION PERIOD 4.,CONT_AWD_HSBP1017C00020_7014_-NONE-_-NONE-
CBP,70B03C21F00001235,"ANACAPA MICRO PRODUCTS, INC.",5953.5,2021-09-10,0,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,COMPUTER,CONT_AWD_70B03C21F00001235_7014_HSHQDC12D00014_7001
CBP,70B01C19F00000546,ALLEGIANT FACILITY SERVICES JOINT VENTURE LLC,5881.5,2021-09-08,P00024,MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,FACILITIES SUPPORT SERVICES,REPLACE WINDOW,CONT_AWD_70B01C19F00000546_7014_47QSHA19D000M_4732
CBP,HSBP1017P00327,LJH SERVICES INC.,5859.36,2021-05-20,P00005,LEASE OR RENTAL OF EQUIPMENT- TOILETRIES,SEPTIC TANK AND RELATED SERVICES,TOILET RENTAL,CONT_AWD_HSBP1017P00327_7014_-NONE-_-NONE-
CBP,70B02C20P00000147,"POWER QUALITY PROFESSIONALS, LLC",5852.88,2021-02-22,P00001,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,ELECTRIC POWER DISTRIBUTION,EXERCISE OPTION YEAR ONE FOR UPS MAINTENANCE,CONT_AWD_70B02C20P00000147_7014_-NONE-_-NONE-
CBP,70B01C21F00000127,NATIVE ENERGY & TECHNOLOGY INC,5821.2,2021-01-29,0,SUPPORT- PROFESSIONAL: OTHER,FACILITIES SUPPORT SERVICES,"BECAUSE OF COVID-19 PANDEMIC AND CDC GUIDELINES, U.S. CUSTOMS AND BORDER PROTECTION (CBP) REQUIRES EMERGENCY CLEANING/SANITATION SERVICES TO BE PERFORMED AT THE SIERRA BLANCA BORDER PATROL STATION, TEXAS.",CONT_AWD_70B01C21F00000127_7014_70B01C21D00000006_7014
CBP,70B02C20P00000046,"TECHMODE, LLC",5806.08,2020-11-18,P00001,"CABLE, CORD, AND WIRE ASSEMBLIES: COMMUNICATION EQUIPMENT",COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,EXERCISE OPTION YEAR 1,CONT_AWD_70B02C20P00000046_7014_-NONE-_-NONE-
CBP,70B01C21F00000824,NATIVE ENERGY & TECHNOLOGY INC,5720.07,2021-07-19,0,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",FACILITIES SUPPORT SERVICES,PREVENTATIVE MAINTENANCE CONTRACT - FIX SPRINKLER SYSTEM - SALLY PORTS,CONT_AWD_70B01C21F00000824_7014_70B01C21D00000017_7014
CBP,70B01C21P00000050,JE RICHARDS INC,5717.0,2021-03-18,0,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,CABLING SERVICES,CONT_AWD_70B01C21P00000050_7014_-NONE-_-NONE-
CBP,70B03C20P00000414,MIDFLORIDA ARMORDED & ATM SERVICES INC,5700.0,2021-08-11,P00001,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,ARMORED CAR SERVICES,ARMORED CAR SERVICE (OY 1),CONT_AWD_70B03C20P00000414_7014_-NONE-_-NONE-
CBP,70B01C20F00001224,"INTEGRIWARD, LLC",5685.0,2021-03-12,P00001,INDUSTRIAL BOILERS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,ADDITIONAL FUNDING TO COMPLETE TASK OF FIXING BOILER AND TRAINING ON ITS USE,CONT_AWD_70B01C20F00001224_7014_70B01C20G00000010_7014
CBP,70B01C21F00001522,WIDEPOINT INTEGRATED SOLUTIONS CORP,5683.2,2021-09-23,0,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),TELECOMMUNICATIONS RESELLERS,4 IPADS PROS & PENCILS FOR OFFICE OF ACCOUNTABILITY,CONT_AWD_70B01C21F00001522_7014_70RTAC21D00000001_7001
CBP,70B06C21P00000074,BOYD CO. LLC,5665.0,2021-03-03,0,LEASE OR RENTAL OF EQUIPMENT- TOILETRIES,SEPTIC TANK AND RELATED SERVICES,SERVICING OF PORTABLE RESTROOMS,CONT_AWD_70B06C21P00000074_7014_-NONE-_-NONE-
CBP,70B02C21P00000280,"KARDEX STORAGE SYSTEMS, LLC",5650.0,2021-08-11,0,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,FULL CARE SERVICE AGREEMENT FOR KARDEX STORAGE SYSTEM,CONT_AWD_70B02C21P00000280_7014_-NONE-_-NONE-
CBP,70B01C21P00000183,JE RICHARDS INC,5565.0,2021-06-01,0,"WIRE AND CABLE, ELECTRICAL",ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,REMOVAL OF FURNITURE CABLING OF THREE BUILDINGS CBP IS DECOMMISSIONING,CONT_AWD_70B01C21P00000183_7014_-NONE-_-NONE-
CBP,70B03C18F00001356,"LEXMARK INTERNATIONAL, INC.",5562.0,2021-04-05,P00004,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",PHOTOGRAPHIC AND PHOTOCOPYING EQUIPMENT MANUFACTURING,COPIER LEASE OY3,CONT_AWD_70B03C18F00001356_7014_GS25F0059M_4730
CBP,70B04C21F00001357,"FS PARTNERS, LLP",5559.94,2021-09-21,0,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",OTHER COMPUTER RELATED SERVICES,INFRASTRUCTURE FOR COLORADO SPRINGS PORT OFFICE,CONT_AWD_70B04C21F00001357_7014_HSHQDC13D00020_7001
CBP,70B03C21F00000528,PENINSULA PET RESORT INC,5553.88,2021-08-27,P00001,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,PET CARE (EXCEPT VETERINARY) SERVICES,CANINE KENNELING,CONT_AWD_70B03C21F00000528_7014_70B03C20D00000024_7014
CBP,70B06C21F00000707,"SHIMADZU SCIENTIFIC INSTRUMENTS, INC.",5538.82,2021-08-10,P00002,CHEMICAL ANALYSIS INSTRUMENTS,TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING,MODIFICATION TO INCLUDE FIBER KIT,CONT_AWD_70B06C21F00000707_7014_GS24F0031M_4730
CBP,70B06C21F00000807,ALLEGIANT FACILITY SERVICES JOINT VENTURE LLC,5500.2,2021-07-22,0,HOUSEKEEPING- WAREHOUSING/STORAGE,FACILITIES SUPPORT SERVICES,REMOVAL OF WORKSTATIONS,CONT_AWD_70B06C21F00000807_7014_47QSHA19D000M_4732
CBP,HSBP1017P00437,PTI PACIFICA INC,5500.0,2021-08-16,P00007,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),EXERCISING FINAL OPTION OF CONTRACT,CONT_AWD_HSBP1017P00437_7014_-NONE-_-NONE-
CBP,70B06C21P00000136,WES'S TRUCK REPAIR LLC,5500.0,2021-06-30,P00001,"MAINT/REPAIR/REBUILD OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",HARDWARE MANUFACTURING,ADDED 5 MORE CARS FOR PIT CONVERSIONS,CONT_AWD_70B06C21P00000136_7014_-NONE-_-NONE-
CBP,HSBP1017P00367,SIEMENS INDUSTRY INC,5500.0,2021-09-29,P00006,SWITCHES,SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING,EXERCISE AND FUND OPTION YEAR 4,CONT_AWD_HSBP1017P00367_7014_-NONE-_-NONE-
CBP,70B03C18P00000384,HAMILTON ALLIANCE INC,5484.12,2021-05-20,P00004,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,SOLID WASTE COLLECTION,EXERCISE OPTION YEAR 3.,CONT_AWD_70B03C18P00000384_7014_-NONE-_-NONE-
CBP,70B01C20F00000866,DIVISION 16 LLC,5479.65,2021-02-04,P00001,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,MODIFICATION TO ADD ROCK CRUSHING WORK.,CONT_AWD_70B01C20F00000866_7014_70B01C20G00000019_7014
CBP,70B04C21F00000338,BLUE TECH INC.,5470.55,2021-04-01,0,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",OTHER COMPUTER RELATED SERVICES,INFRASTRUCTURE EQUIPMENT FOR SUGARLAND REGIONAL AIRPORT (UFA),CONT_AWD_70B04C21F00000338_7014_HSHQDC13D00019_7001
CBP,70B06C21F00000499,AARDVARK,5468.0,2021-05-25,P00001,"GUNS, THROUGH 30MM","SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING",ADD FREIGHT CHARGES,CONT_AWD_70B06C21F00000499_7014_HSBP1014D00035_7014
CBP,70B03C21P00000062,"ENMON ENTERPRISES, L.L.C",5460.0,2021-02-04,0,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,BUILDING OPERATIONAL SERVICES INCLUDING JANITORIAL/CUSTODIAL SERVICES,CONT_AWD_70B03C21P00000062_7014_-NONE-_-NONE-
CBP,70B01C21F00000019,NATIVE ENERGY & TECHNOLOGY INC,5423.3,2020-11-17,0,SUPPORT- PROFESSIONAL: OTHER,FACILITIES SUPPORT SERVICES,"BECAUSE OF COVID-19 PANDEMIC AND CDC GUIDELINES, U.S. CUSTOMS AND BORDER PROTECTION (CBP) REQUIRES EMERGENCY CLEANING/SANITATION SERVICES TO BE PERFORMED AT THE ALPINE, TX BORDER PATROL CHECKPOINT.",CONT_AWD_70B01C21F00000019_7014_HSBP1015D00006_7014
CBP,HSBP1017P00020,JAMES FERRINI,5400.0,2021-02-18,P00012,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,FY 21 FUNDING FOR JANITORIAL BUFFALO NY,CONT_AWD_HSBP1017P00020_7014_-NONE-_-NONE-
CBP,70B01C19C00000190,CORELOGIX CONSULTING INC,5400.0,2021-08-06,P00003,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),CCTV UPGRADE HOULTON SECTOR POP CHANGE AND FUNDING,CONT_AWD_70B01C19C00000190_7014_-NONE-_-NONE-
CBP,HSBP1017P00298,INSIDE WASHINGTON PUBLISHERS LLC,5400.0,2021-01-27,P00006,NEWSPAPERS AND PERIODICALS,PERIODICAL PUBLISHERS,OPT 4,CONT_AWD_HSBP1017P00298_7014_-NONE-_-NONE-
